#.t	H2O_sew	NH4_sew	PO4_sew	COD_sol	X_TSS_sew	COD_part	FD
#d	g/d	g/d	g/d	g/d	g/d	g/d	
181.00347222222223	-0.0	-864815.8463999998	-139549.82975999996	-3105475.0847999994	-5112240.946559999	-7840734.941951997	0.0004128930279601
181.00694444444446	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.000793992670912
181.01041666666666	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0005965401140807
181.01388888888889	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0007044353714246
181.01736111111111	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0006435857840928
181.02083333333334	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0006791618222899
181.02430555555554	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0006584895789285
181.02777777777777	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0006699592107434
181.03125	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0006653579049701
181.03472222222223	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0006607565991969
181.03819444444446	-0.0	-864137.8943999998	-139440.43295999995	-3103040.620799999	-5108233.325759999	-7834588.382591997	0.0006641907622177
181.04166666666666	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006676249252385
181.04513888888889	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006630236194652
181.04861111111111	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006664577824861
181.05208333333334	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006618564767128
181.05555555555554	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006652906397336
181.05902777777777	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006606893339603
181.0625	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006641234969812
181.06597222222223	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.000667557660002
181.06944444444446	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006629563542287
181.07291666666666	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006663905172495
181.07638888888889	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006617892114763
181.07986111111111	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-5008071.887999998	-7651155.475007999	0.0006652233744971
181.08333333333334	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006686575375179
181.08680555555554	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006640562317447
181.09027777777777	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006674903947655
181.09375	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006628890889922
181.09722222222223	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.000666323252013
181.10069444444446	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006617219462398
181.10416666666666	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006651561092606
181.10763888888889	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006685902722814
181.11111111111111	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006639889665081
181.11458333333334	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.000667423129529
181.11805555555554	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006628218237557
181.12152777777777	-0.0	-846855.1365119998	-136651.62430079994	-3040979.8083839994	-4857829.731359999	-7360490.910527998	0.0006662559867765
181.125	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-4707587.574719999	-7007765.533631999	0.0006616546810033
181.12847222222223	-0.0	-855496.5154559999	-138046.02863039996	-3072010.214591999	-4707587.574719999	-7007765.533631999	0.0006650888440241
181.13194444444446	-0.0	-1058285.9485439998	-170768.86896959995	-3800208.6334079984	-5823488.105279998	-8668907.074367998	0.0007018690996329
