,H2O_sew,COD_part,COD_sol,X_TSS_sew,NH4_sew,PO4_sew
2006,-42573204393.16907,-17344749.201821007,-9120883.30919254,-9925942.604267368,-1891953.2032324332,-305292.44870341534
2007,-42140569418.91164,-17168489.386958785,-9028195.592307629,-9825073.760019248,-1872726.904976433,-302190.0233030153
2008,-41696936655.577835,-16987748.962848965,-8933151.709090995,-9721640.781247972,-1853011.8649738787,-299008.7327571486
2009,-41242228947.350334,-16802496.49544,-8835735.129680336,-9615625.67907473,-1832804.6544202487,-295748.02378144924
2010,-40778017334.61673,-16613372.0422962,-8736282.43376829,-9507394.74156589,-1812175.0903503674,-292419.1623065365
2011,-40306488640.97263,-16421266.537218658,-8635262.126441976,-9397457.826642768,-1791220.3552048237,-289037.83004441473
2012,-39830054810.66943,-16227162.630414832,-8533190.94263782,-9286377.279107578,-1770047.6357861494,-285621.32304731046
2013,-39351028488.50846,-16032002.516503232,-8430564.343378054,-9174692.292095749,-1748759.706029316,-282186.22529109416
2014,-38845685231.73521,-15826120.62026124,-8322299.604046952,-9056871.511779064,-1726302.2516983126,-278562.4087967732
2015,-38338704678.78766,-13991326.885476768,-7976750.895468561,-7782757.049793895,-1703772.0359253236,-274926.8512515863
2016,-37849462346.91988,-13812782.788884943,-7874959.135900151,-7683440.856424737,-1682030.1066971195,-271418.49448976247
2017,-37222960487.731544,-13584147.20039275,-7744609.159077425,-7556260.9790095035,-1654188.3640747897,-266925.84965752286
2018,-36751350443.20153,-13412037.830741968,-7646485.973212511,-7460524.139969911,-1633230.013695876,-263543.9340281982
2019,-36261232860.231316,-13233174.320012815,-7544512.108899727,-7361030.270626957,-1611449.1883086795,-260029.30084071873
2020,-35712891111.00163,-13033062.482048936,-7430424.124555,-7249716.895533332,-1587080.8809729125,-256097.1421569927
2021,-35302541932.43164,-12883309.652821602,-7345046.874461727,-7166416.012283622,-1568844.963477262,-253154.52819746727
2022,-34918135582.05134,-12743024.399313817,-7265067.289201602,-7088381.523156422,-1551761.9452663616,-250397.95025889014
2023,-34434903749.730995,-12566673.774426831,-7164526.074169031,-6990285.4611953925,-1530287.1226380456,-246932.69478932096
2024,-33992576755.535503,-12405250.961165126,-7072495.519756718,-6900493.081373707,-1510630.1110159978,-243760.76791394508
2025,-33605528225.282207,-12264001.470534489,-6991966.202552216,-6821922.229732288,-1493429.6743315412,-240985.2429034987
2026,-33174593162.92136,-12106736.02887652,-6902305.853477418,-6734442.412073036,-1474278.9201602251,-237895.00757130905
2027,-32720223731.30727,-11902962.988974957,-6470751.445103325,-6509361.309106268,-1382102.250410419,-223021.04495259034
2028,-32320086155.461212,-11757400.941633679,-6391620.238104009,-6429757.939767454,-1365200.4392066814,-220293.70723562362
2029,-31934730967.01842,-11617216.431181962,-6315412.396037563,-6353095.378578645,-1348923.036046858,-217667.12627119757
2030,-31512677691.027157,-11463681.89044186,-6231947.14017753,-6269132.099852943,-1331095.505668987,-214790.4111420411
2031,-31121573760.829826,-11321406.102714673,-6154602.426941706,-6191325.883979485,-1314575.2756574517,-212124.64675381608
2032,-30767968898.306007,-11192771.725825759,-6084673.529328995,-6120979.732628997,-1299639.0062644456,-209714.47601085374
2033,-30406851451.65403,-11061404.421082703,-6013258.943079101,-6049139.027792052,-1284385.405317866,-207253.09949447386
2034,-30048031538.44588,-10930872.91305584,-5942298.717043057,-5977755.394258424,-1269228.8521839539,-204807.38296604712
2035,-29723147735.13909,-10812686.683088899,-5878049.696101107,-5913123.010428571,-1255505.7603322752,-202592.97496270805
2036,-29420739310.511707,-10702676.546377948,-5818245.406046795,-5852961.878433199,-1242732.0284760145,-200531.7591404478
2037,-29111489951.61336,-10590177.814597908,-5757088.252831059,-5791439.810973963,-1229669.3355561483,-198423.91551019668
2038,-28824168489.718063,-10485656.013189636,-5700267.560526644,-5734280.079344512,-1217532.877005691,-196465.53242591833
2039,-28566306578.39512,-10182174.316803154,-5531579.60584043,-5567001.82599764,-1181502.440082422,-190651.530104209
2040,-28317439497.905697,-10093468.134633504,-5483388.984374459,-5518502.609351862,-1171209.2976333795,-188990.5912090226
2041,-28076116622.75453,-10007451.009014623,-5436659.2228301875,-5471473.607442403,-1161228.1835171275,-187380.00234026375
2042,-27857142171.85979,-9929399.755737703,-5394257.01015893,-5428799.866452036,-1152171.400228121,-185918.56685499224
2043,-27660887040.531376,-9859446.576727001,-5356254.166528495,-5390553.666458755,-1144054.2879963776,-184608.7601085064
2044,-27468859949.080563,-9791000.440250274,-5319070.040539959,-5353131.42687682,-1136112.047493972,-183327.17130016364
2045,-27291526645.446384,-9727791.757502908,-5284731.219624238,-5318572.712664591,-1128777.5420556625,-182143.64883170917
2046,-27134688523.99063,-9671888.377491219,-5254361.085785545,-5288008.099555294,-1122290.7173522525,-181096.91120911346
2047,-26991117778.139668,-9620714.020840103,-5226560.046558965,-5260029.032603859,-1116352.6313038566,-180138.72005130415
2048,-26854028373.382572,-9571849.873408481,-5200014.0542218005,-5233313.049404795,-1110682.613523103,-179223.78536395528
2049,-26730060197.509354,-9527662.656800233,-5176008.856645711,-5209154.131290622,-1105555.2897689869,-178396.4217581774
2050,-26623102209.585426,-9489538.551584627,-5155297.511864122,-5188310.158604008,-1101131.5073884532,-177682.58414677312
2051,-26522653623.250584,-8888536.908759968,-5245119.980534035,-5007211.777533478,-1120316.8890461044,-180778.40709607597
2052,-26430340190.122406,-8857599.907915723,-5226864.075998607,-4989783.924493209,-1116417.5696307702,-180149.19873587432
2053,-26349559100.543465,-8830527.741365131,-5210888.807723476,-4974533.262591601,-1113005.3764069558,-179598.59482930426
2054,-26282805992.295223,-8808156.772197898,-5197687.713036303,-4961930.943285416,-1110185.7251145502,-179143.60564348425
2055,-26224846564.98602,-8788732.829323765,-5186225.656691635,-4950988.783003711,-1107737.5189050094,-178748.5541869447
2056,-26176944868.237843,-8772679.533692548,-5176752.6171427155,-4941945.421674623,-1105714.1512343662,-178422.05622190912
2057,-26141038491.17046,-8760646.229545956,-5169651.77201387,-4935166.656748071,-1104197.4658670402,-178177.31835581784
2058,-26112262394.562027,-8751002.496289572,-5163961.011148586,-4929734.017469365,-1102981.9635462998,-177981.18048133477
2059,-26088359408.855087,-8742991.888689606,-5159233.956695182,-4925221.372797753,-1101972.3014300389,-177818.25773075628
2060,-26069904547.136234,-8736807.110881766,-5155584.323241661,-4921737.27945385,-1101192.7680710345,-177692.46939328057
2061,-26059189533.937714,-8733216.188508546,-5153465.322231523,-4919714.392112101,-1100740.165913529,-177619.43586331946
2062,-26051181592.804173,-8730532.487196462,-5151881.671792953,-4918202.5729055,-1100401.910480048,-177564.85373655322
2063,-26045627859.297966,-8498167.45793174,-5258091.352235073,-4890327.086861786,-1100167.320776746,-177526.99948897492
2064,-26043259025.91819,-8497394.554976586,-5257613.132152364,-4889882.3147064,-1100067.2612547842,-177510.85352065836
2065,-26045678705.747696,-8498184.048111359,-5258101.617116345,-4890336.633791188,-1100169.4685307827,-177527.3460583763
2066,-26058341072.71247,-8502315.525204625,-5260657.895759194,-4892714.119812494,-1100704.3269113747,-177613.6527516082
2067,-26086390239.849518,-8511467.4074581,-5266320.461620821,-4897980.631434146,-1101889.1237312437,-177804.8358748143
2068,-26128241616.170235,-8525122.674524024,-5274769.417472447,-4905838.645852123,-1103656.9258670306,-178090.0948558163
2069,-26178644396.403416,-8541568.093658505,-5284944.730745921,-4915302.271868706,-1105785.93930408,-178433.64020588566
2070,-26231127851.19359,-8558692.395287443,-5295540.090598961,-4925156.565340109,-1108002.8404344171,-178791.3674337355
2071,-26287540938.075195,-8577098.857275175,-5306928.76457862,-4935748.686532999,-1110385.729224296,-179175.87903392053
2072,-26357088441.32261,-8599790.81663474,-5320969.014534208,-4948806.925742733,-1113323.4157614668,-179649.9148160549
2073,-26433848142.14532,-8624835.971819175,-5336465.262936298,-4963219.327169206,-1116565.7455242183,-180173.1089368625
2074,-26520256851.491955,-8653029.405504795,-5353909.4531791955,-4979443.42643613,-1120215.64940702,-180762.07069976916
2075,-26614238850.05041,-8545832.094751185,-5537358.535141489,-5023703.725335516,-1147605.9792141735,-185181.87391865073
2076,-26714198785.24334,-8577929.229941636,-5558156.19925773,-5042572.162702533,-1151916.251619693,-185877.39514772315
2077,-26820417225.907017,-8612035.971238744,-5580256.008022214,-5062621.95556221,-1156496.3907811106,-186616.46305786102
2078,-26937811794.242676,-8649731.367131323,-5604681.121910132,-5084781.3542812485,-1161558.4445677442,-187433.29446434052
2079,-27071765612.029392,-8692743.938022636,-5632551.553238835,-5110066.476926669,-1167334.5331907072,-188365.34512850048
2080,-27224234473.499832,-8741701.689440796,-5664274.224556375,-5138846.499217829,-1173908.9904973127,-189426.22346661182
2081,-27396269729.440422,-8796942.210123317,-5700067.879907374,-5171319.874129174,-1181327.150733471,-190623.24477744644
2082,-27589098707.273487,-8858859.594905516,-5740187.877035322,-5207718.271984944,-1189641.9362576327,-191964.9488052089
2083,-27802456966.397587,-8927368.931910263,-5784579.196428682,-5247991.776977208,-1198841.9443910639,-193449.49557219437
2084,-28034156188.40312,-9001767.55209624,-5832786.536559152,-5291727.322122973,-1208832.8148439424,-195061.6587589089
2085,-28281248124.59707,-9081108.772808118,-5884196.484803666,-5338368.395998944,-1219487.4191326257,-196780.9244509464
2086,-28541208399.074284,-9164582.01694275,-5938283.819511395,-5387438.497409262,-1230696.906168083,-198589.72804075884
2087,-28812781613.47262,-9412271.369673101,-5698015.691880344,-5409023.492297214,-1280440.014902723,-206616.4569502121
2088,-29096093447.102787,-9504820.84636507,-5754043.440099047,-5462209.6228246065,-1293030.3927892477,-208648.08610917407
2089,-29393551703.895046,-9601991.535111398,-5812868.784962284,-5518051.461372217,-1306249.4377210957,-210781.15926863137
2090,-29711265972.430954,-9705779.25521402,-5875699.9587079445,-5577695.961004463,-1320368.6598148316,-213059.48828830235
2091,-30055192529.97974,-9818129.743768483,-5943714.874728793,-5642261.293653097,-1335652.7560322995,-215525.7856324847
2092,-30427456454.543037,-9939737.200005576,-6017333.788450431,-5712146.400211365,-1352196.1648398924,-218195.2902355281
2093,-30829362379.338627,-10071027.808458552,-6096814.704138007,-5787596.199473241,-1370056.8641378086,-221077.3576222373
2094,-31260802205.764515,-10211966.256557096,-6182136.24421199,-5868590.398088173,-1389230.0500241749,-224171.2126175373
2095,-31718933833.906666,-10361624.115522293,-6272736.3549933825,-5954595.448639299,-1409589.4195788123,-227456.47452294469
2096,-32199185651.486996,-10518507.976771258,-6367710.954438068,-6044753.122353654,-1430931.810352082,-230900.3603068132
2097,-32696206115.563244,-10680869.651771048,-6466001.7214137865,-6138058.774074689,-1453019.3997756306,-234464.494054704
2098,-33205303676.109062,-10847176.55187455,-6566680.854987328,-6233631.659115955,-1475643.6953662867,-238115.23266137808
2099,-33723306388.55906,-10772235.759697422,-6947001.116043166,-6364599.614712752,-1424472.4618527344,-229858.05634441855
2100,-34248416554.548508,-10939971.700019432,-7055173.810236992,-6463703.656339941,-1446653.115264129,-233437.20723580263
2101,-34781404395.59749,-11110224.006085707,-7164969.305493082,-6564294.451581114,-1469166.5216700376,-237070.05236039244
2102,-35326850540.45258,-11284455.868136771,-7277331.211333233,-6667236.502499617,-1492206.166828717,-240787.81328372483
2103,-35888743238.033455,-11463941.25252503,-7393081.107034892,-6773282.511314055,-1515940.514374533,-244617.67391043605
2104,-36466955702.69293,-11648639.660111206,-7512192.874754744,-6882408.549769238,-1540364.2088817493,-248558.77006955503
2105,-37060429924.70536,-11838213.130848635,-7634448.564489303,-6994414.939689643,-1565432.560019554,-252603.89036679172
2106,-37665837062.70455,-12031598.332939718,-7759162.434917138,-7108673.42884423,-1591004.95752864,-256730.34541939423
2107,-38276710257.01925,-12226729.557399662,-7885002.312945966,-7223963.526807244,-1616808.241256493,-260894.0571118432
2108,-38843904957.724266,-12407908.560645865,-8001844.4212911995,-7331010.182671302,-1640766.545414273,-264760.0561918486
2109,-39348508194.845184,-12569093.972679399,-8105792.688138108,-7426243.951613132,-1662080.9861502603,-268199.43185606477
2110,-39890828284.84541,-12742327.279028172,-8217510.626678155,-7528596.022198875,-1684988.5867518699,-271895.8855895063
2111,-40491915108.2875,-13141651.04839471,-8174507.82206108,-7682531.053495388,-1781644.2647646498,-287492.59726884123
2112,-41124695862.39286,-13347020.042139605,-8302253.60069987,-7802588.545971798,-1809486.6179452857,-291985.3406229893
2113,-41769008422.28341,-13556131.683452085,-8432327.420290574,-7924833.967959832,-1837836.3705804702,-296559.9597982122
2114,-42406842710.538734,-13763140.801705351,-8561093.40640356,-8045850.267470515,-1865901.0792637044,-301088.583244825
2115,-43021142399.03479,-13962511.765606744,-8685108.227517143,-8162401.347368872,-1892930.2655575308,-305450.11103314697
2116,-43605607338.45721,-14152199.86169629,-8803100.00948774,-8273291.880325487,-1918646.7228921172,-309599.81210304616
2117,-44158799327.48689,-14331738.321735874,-8914778.408233054,-8378248.996404089,-1942987.1704094233,-313527.47522515693
2118,-44676034760.729675,-14499607.081594817,-9019197.897496106,-8476384.075153241,-1965745.5294721057,-317199.8468011806
2119,-45155983663.98659,-14655374.49814685,-9116089.982085612,-8567444.780568177,-1986863.28121541,-320607.48401430476
2120,-45602788504.45828,-14800385.009121938,-9206290.943280037,-8652217.06295087,-2006522.6941961644,-323779.7983816538
2121,-46019370327.16004,-14935586.639679793,-9290390.481647069,-8731255.132172074,-2024852.2943950417,-326737.52932283626
2122,-46408945948.43919,-15062023.407565942,-9369038.008070905,-8805169.314797368,-2041993.6217313244,-329503.51623391826
2123,-46779130972.11036,-15978815.557453454,-8961945.911636904,-9017145.286183994,-2017116.1275173987,-325489.19330394384
2124,-47137453176.491196,-16101211.256025858,-9030593.279552184,-9086215.474300444,-2032566.9809703003,-327982.3992020257
2125,-47488444706.38265,-16221102.942806182,-9097836.236848788,-9153872.601602321,-2047701.73573922,-330424.5982670105
2126,-47838296865.639305,-16340605.443365071,-9164860.91351918,-9221310.103820633,-2062787.3608463667,-332858.86959111824
2127,-48192008551.57107,-16461426.281045642,-9232624.998309985,-9289491.56840084,-2078039.4087437443,-335319.99550183146
2128,-48548770871.35572,-16583289.154237684,-9300973.52353433,-9358261.07316253,-2093422.9999728587,-337802.34772289306
2129,-48906826492.365654,-16705593.793262256,-9369569.819407413,-9427279.874668404,-2108862.358350807,-340293.6987338802
2130,-49263781801.13826,-16827522.587632805,-9437955.317462068,-9496086.579987412,-2124254.2712650816,-342777.39377232
2131,-49613796168.30303,-16947080.495168947,-9505011.069923496,-9563555.349402092,-2139346.8907772265,-345212.79373905243
2132,-49949509818.915115,-17061753.56394502,-9569327.09110776,-9628267.51269408,-2153822.8633916196,-347548.68932001136
2133,-50264940030.245316,-17169498.21553119,-9629757.210994398,-9689069.840230087,-2167424.214104178,-349743.4527304469
2134,-50555228031.890526,-17268654.79113316,-9685370.586349588,-9745025.755427219,-2179941.4327351195,-351763.2766458942
2135,-50816811444.26814,-18095866.555303887,-9630802.104917698,-10052581.639905123,-2079423.9242994525,-335543.4059665025
2136,-51048611322.8421,-18178410.492064074,-9674732.817905035,-10098436.291884623,-2088909.175330699,-337073.9805647264
2137,-51252265258.25843,-18250931.65846583,-9713329.311745137,-10138723.113388682,-2097242.694367935,-338418.7075002804
2138,-51433976900.52239,-18315639.174276024,-9747767.302187005,-10174669.310461339,-2104678.3347693766,-339618.54947414936
2139,-51600962864.09855,-18375102.875905495,-9779414.482003957,-10207702.473775974,-2111511.400398913,-340721.1577916427
2140,-51757763095.29858,-18430939.438235823,-9809131.261820987,-10238720.695511965,-2117927.6658596178,-341756.5097182565
2141,-51910310597.21485,-18485261.60366821,-9838042.064384159,-10268897.64234104,-2124169.909638032,-342763.78087340965
2142,-52062339797.980515,-18539399.202060863,-9866854.638513267,-10298972.058836505,-2130390.944533363,-343767.6296860653
2143,-52214056329.59835,-18593425.458969973,-9895607.95558548,-10328984.623121146,-2136599.1850071647,-344769.4139443379
2144,-52363758631.9273,-18646734.448829312,-9923979.535922863,-10358598.732567858,-2142725.003218465,-345757.89824661595
2145,-52510165966.418655,-18698870.100641686,-9951726.653955664,-10387561.03147694,-2148715.9913458517,-346724.6258762624
2146,-52653477240.44133,-18749903.24532116,-9978887.006608441,-10415910.867704103,-2154580.2886788594,-347670.9102186341
2147,-52795330657.95546,-21637110.363549888,-10549562.97207266,-11675687.37500685,-2137154.9850340374,-344859.0998577651
2148,-52938260410.492836,-21695687.26403228,-10578123.195224678,-11707296.28978049,-2142940.78141675,-345792.7170013392
2149,-53085995585.5197,-21756233.570813537,-10607643.637898546,-11739967.92373768,-2148921.1013018377,-346757.72316461464
2150,-53245788425.74449,-21821721.470522862,-10639573.443232264,-11775306.110353393,-2155389.515474137,-347801.489996963
2151,-53423443883.82123,-21894530.006906454,-10675072.556865158,-11814594.614907065,-2162581.0084170834,-348961.9354491203
2152,-53620314598.76137,-21975213.53201037,-10714411.263124496,-11858132.573516076,-2170550.3349578604,-350247.89495910925
2153,-53838052680.896164,-22064449.130211674,-10757919.686696671,-11906285.350380188,-2179364.372522677,-351670.16011161375
2154,-54075352671.06274,-22161701.785181638,-10805336.970731756,-11958764.243205523,-2188970.27612462,-353220.2036473818
2155,-54326761552.94386,-22264736.68724298,-10855573.493509242,-12014363.317433536,-2199147.307663168,-354862.40646382933
2156,-54585504575.042885,-22370777.339989822,-10907275.524185069,-12071584.336770734,-2209621.225197736,-356552.5158841801
2157,-54845531090.09228,-22477344.00665252,-10959234.02242224,-12129089.200573908,-2220147.0985269356,-358251.00908048276
2158,-55102304383.18478,-22582577.405360617,-11010542.461847981,-12185874.614341313,-2230541.28143132,-359928.252230963
2159,-55352810762.13674,-25976520.562563147,-11630732.597340172,-13645021.380974326,-2362457.963327996,-381214.8077188357
2160,-55594819294.480736,-26090092.746706862,-11681583.430156292,-13704678.904282447,-2372786.887488438,-382881.52048108884
2161,-55827531703.43574,-26199302.353105355,-11730480.961525917,-13762044.840213943,-2382719.053102637,-384484.2108415619
2162,-56054208686.446365,-26305679.594462413,-11778110.32919611,-13817922.983295893,-2392393.626737531,-386045.3352235561
2163,-56277859903.42521,-26410636.874078415,-11825103.922907706,-13873055.244793348,-2401939.060678188,-387585.6211548894
2164,-56498318753.0851,-26514096.007635303,-11871426.73639824,-13927400.555823008,-2411348.2443816722,-389103.92125249706
2165,-56717144330.268265,-26616788.662751593,-11917406.36667597,-13981343.24885443,-2420687.7200158495,-390610.9730025575
2166,-56936137759.48647,-26719560.089149404,-11963421.266023299,-14035327.31909101,-2430034.359574883,-392119.18074958335
2167,-57163151249.152466,-26826095.24971476,-12011121.340471916,-14091288.414428573,-2439723.295313827,-393682.622652913
2168,-57419637576.28712,-26946461.71817578,-12065014.247529449,-14154514.858930537,-2450670.131755934,-395449.04398788937
2169,-57735344265.669945,-27094619.710436247,-12131350.537102569,-14232339.714930298,-2464144.4932587934,-397623.31595766894
2170,-58133849436.953,-27281634.202267673,-12215084.443692565,-14330575.224703284,-2481152.6939691543,-400367.8210722953
2171,-58619620116.82896,-25820770.269060824,-11713372.491744762,-13675957.373256195,-2630848.5508432835,-424523.2888860753
2172,-59175456341.38459,-26065605.00925309,-11824439.686135469,-13805633.964445025,-2655794.4806013405,-428548.6548243072
2173,-59774733278.28254,-26329574.514417898,-11944187.203666417,-13945445.273823317,-2682690.0295293205,-432888.61840132216
2174,-60396249098.02956,-26603339.80270006,-12068378.494768266,-14090444.914570296,-2710583.6595195667,-437389.63596793
2175,-61029300656.14002,-26882186.353016563,-12194874.857109899,-14238135.843077468,-2738995.0134475646,-441974.1953517661
2176,-61663308054.183945,-27161453.93170695,-12321562.215387035,-14386049.769041115,-2767449.2654717756,-446565.6769284001
2177,-62272666071.795746,-27429863.951304596,-12443324.134466225,-14528212.994549949,-2794797.2533021932,-450978.6476919448
2178,-62823638864.4981,-27672556.447034128,-12553419.51790401,-14656754.947087407,-2819524.9122386747,-454968.79265669524
2179,-63293481345.788445,-27879512.663192898,-12647303.442515446,-14766369.197972445,-2840611.4427989856,-458371.3919061999
2180,-63685329884.99888,-28052114.10774431,-12725602.617620476,-14857787.46217024,-2858197.6052387496,-461209.1590271619
2181,-64021161225.87281,-28200041.096772462,-12792708.436153905,-14936136.913996128,-2873269.715817172,-463641.2495977709
2182,-64321007420.41065,-28332117.34854249,-12852623.702746455,-15006091.031181805,-2886726.81302803,-465812.73573861393
2183,-64590977294.068016,-27480231.289761238,-13571856.149029572,-15002546.296093177,-2927263.0909671625,-472353.81695151934
2184,-64832051884.01182,-27582796.47405283,-13622510.741868563,-15058540.691099426,-2938188.5913834157,-474116.7954277784
2185,-65052720080.91662,-27676679.758425977,-13668877.5434022,-15109795.293194503,-2948189.274067141,-475730.5419517432
2186,-65259584022.4041,-27764690.022331826,-13712343.79478755,-15157843.580883801,-2957564.347895354,-477243.33795584115
2187,-65449562726.63867,-27845516.462048426,-13752262.120121319,-15201969.934516365,-2966174.1827712646,-478632.6522199086
2188,-65606899019.32003,-27912455.18776971,-13785321.621939525,-15238514.435217464,-2973304.663555584,-479783.25252828735
2189,-65710581684.65397,-27956566.977736033,-13807107.423579492,-15262596.807894578,-2978003.561948518,-480541.4838598744
2190,-65763896513.67287,-27979249.771742124,-13818309.935452944,-15274980.243230797,-2980419.7899996545,-480931.3752044896
2191,-65789513519.30387,-27990148.526787836,-13823692.580676131,-15280930.305128712,-2981580.7526948517,-481118.7123666692
2192,-65804399383.15219,-27996481.717562106,-13826820.398387939,-15284387.844724761,-2982255.3800444575,-481227.57268899196
2193,-65805095255.87663,-27996777.776612714,-13826966.615164798,-15284549.475082465,-2982286.916996329,-481232.66160622577
2194,-65770925332.06548,-27982240.182527263,-13819786.8307736,-15276612.82687885,-2980738.3360492075,-480982.7769533949
2195,-65686537695.78285,-27123942.010719616,-13937369.568291206,-15056011.30525039,-2890207.6586144455,-466374.41764005827
2196,-65560445150.7503,-27071874.61609932,-13910615.252086198,-15027109.633003475,-2884659.586633013,-465479.1605703271
2197,-65415392149.83658,-27011977.88043202,-13879837.906352326,-14993862.034664044,-2878277.25459281,-464449.2842638397
2198,-65292696002.337746,-26961312.960245326,-13853804.237776024,-14965738.850695835,-2872878.6241028607,-463578.141616598
2199,-65166970565.04813,-26909397.155425325,-13827127.814491913,-14936921.323214682,-2867346.704862118,-462685.4910118417
2200,-65011485086.22567,-26845192.536655165,-13794136.905595364,-14901282.496613787,-2860505.3437939296,-461581.54411220225
2201,-64809055275.943245,-26761603.195095245,-13751185.348449638,-14854883.559798952,-2851598.432141503,-460144.29245919705
2202,-64545450477.02233,-26652752.86547683,-13695253.682214597,-14794462.703838289,-2839999.8209889825,-458272.6983868585
2203,-64219276319.61368,-26518065.770658076,-13626046.049495632,-14719700.325218651,-2825648.158063002,-455956.8618692571
2204,-63849333883.8279,-26365305.440649055,-13547551.663470605,-14634905.819512194,-2809370.6908884277,-453330.2705751781
2205,-63465551215.235176,-26206830.06330706,-13466120.6568486,-14546938.994044054,-2792484.2534703477,-450605.4136281697
2206,-63097523826.563644,-26054860.513702925,-13388032.605520274,-14462583.436286652,-2776291.0483688004,-447992.41916860186
2207,-62761899862.85003,-24928399.006525405,-12928951.371747106,-13938790.340540363,-2706293.122086093,-436697.2992457104
2208,-62456041788.619415,-24806915.23802175,-12865944.6084556,-13870862.320834488,-2693104.521925269,-434569.1387652139
2209,-62162798385.94767,-24690441.890914556,-12805536.467505218,-13805735.893535117,-2680459.866402063,-432528.7511694238
2210,-61856478399.337555,-24568774.655432887,-12742434.550263535,-13737705.287708877,-2667251.348579435,-430397.3767025907
2211,-61510992957.004486,-24431551.292592615,-12671264.549142923,-13660976.425821126,-2652354.0163060334,-427993.48899483716
2212,-61110331113.16837,-24272412.41483935,-12588728.209312685,-13571993.436923563,-2635077.47759982,-425205.6838854255
2213,-60647884482.48875,-24088733.23759971,-12493464.203392683,-13469288.664715927,-2615136.7788849147,-421987.9802291567
2214,-60125208669.89084,-23881131.631593946,-12385792.985997513,-13353207.593496056,-2592598.997845693,-418351.2019251004
2215,-59550841155.47671,-23652998.598543797,-12267473.278028201,-13225646.312219823,-2567832.2706241556,-414354.75275980687
2216,-58937651609.80684,-23409445.84289918,-12141156.23162021,-13089463.046022002,-2541391.5374148707,-410088.17990103597
2217,-58299407245.021835,-23155941.563650228,-12009677.892474499,-12947715.3550469,-2513870.4404053413,-405647.2756108619
2218,-57648712482.37508,-22897492.11087456,-11875634.771369265,-12803202.555210682,-2485812.4822400133,-401119.74145236576
2219,-56996300835.79084,-21623826.574090686,-11506413.212729454,-12252494.790669957,-2532915.6091425447,-408720.4732934561
2220,-56350758100.99237,-21378914.115935497,-11376091.04542834,-12113722.46897033,-2504227.690008101,-404091.2863422163
2221,-55719024100.597206,-21139240.553525575,-11248556.585428564,-11977918.61090538,-2476153.43103054,-399561.1218253825
2222,-55104664867.36203,-20906158.80402848,-11124529.743423047,-11845849.806536816,-2448851.3067055685,-395155.55176385306
2223,-54512944453.32706,-20681665.99614775,-11005073.226237666,-11718647.669131717,-2422555.2515058545,-390912.3246748083
2224,-53946854957.42378,-20466897.302297007,-10890791.078804713,-11596955.41019739,-2397398.2343079126,-386852.8968996859
2225,-53407868723.55145,-20262411.315028183,-10781980.537910568,-11481089.539501855,-2373445.686074626,-382987.8266165874
2226,-52898640510.07506,-20069215.223117374,-10679177.546173953,-11371620.750450835,-2350815.5842677355,-379336.1510977482
2227,-52420501130.18589,-19887813.923781224,-10582650.768161926,-11268835.12795606,-2329567.070225461,-375907.413604563
2228,-51973467198.79325,-19718213.720550172,-10492403.558092382,-11172736.243724585,-2309700.882314372,-372701.7332825464
2229,-51557730157.11318,-19560487.24430717,-10408474.564118009,-11083365.25187462,-2291225.52818211,-369720.4829566586
2230,-51172146791.667015,-19414200.77129055,-10330632.994301736,-11000476.395804659,-2274090.203421682,-366955.4646430441
2231,-50814413809.66749,-18724095.200586274,-10572446.937239418,-10871235.690440262,-2302909.2338541304,-371605.8081900983
2232,-50482636579.59666,-18601841.926849775,-10503417.366750881,-10800255.269838909,-2287873.0897873202,-369179.52130659035
2233,-50173792816.35636,-18488039.176970992,-10439159.333371105,-10734181.23513128,-2273876.2904372704,-366920.94686601404
2234,-49884806874.788925,-18381553.637222223,-10379032.918368584,-10672355.582792344,-2260779.447565434,-364807.5926753314
2235,-49614456377.57196,-18281934.886007715,-10322783.793917622,-10614516.797417745,-2248527.1630315613,-362830.51948918373
2236,-49361050276.18299,-18188559.80576791,-10270060.120462634,-10560303.09608659,-2237042.7985166134,-360977.3606697262
2237,-49122742807.99224,-18100748.26988898,-10220477.868630866,-10509319.59634186,-2226242.7040582085,-359234.61815484724
2238,-48899532978.72712,-18018499.912001368,-10174036.831553964,-10461566.085468879,-2216126.834595913,-357602.2846734314
2239,-48691344452.5371,-17941786.60387087,-10130721.12679487,-10417026.232175788,-2206691.7305889814,-356079.8019814038
2240,-48497475793.596176,-17870349.880424317,-10090384.81361562,-10375549.971281966,-2197905.6029657787,-354662.0404785688
2241,-48318363448.994156,-17804350.563685365,-10053118.699197724,-10337230.676277809,-2189788.231508415,-353352.19190249423
2242,-48154277512.20589,-17743888.177697625,-10018978.979189558,-10302126.130961327,-2182351.856853171,-352152.23144676164
2243,-48004737716.5357,-18364212.41346073,-10185645.248694545,-10610487.177485885,-2217818.882503949,-357875.3196767736
2244,-47869713361.20379,-18312558.846328508,-10156995.78098022,-10580642.744226873,-2211580.757287615,-356868.7131077742
2245,-47749458036.179054,-18266555.171740297,-10131480.006116472,-10554062.709736656,-2206024.9612714727,-355972.2096597149
2246,-47645414609.858955,-18226753.359001543,-10109404.071919873,-10531065.991217125,-2201218.1549754837,-355196.56591649854
2247,-47559472923.40788,-18193876.366849687,-10091168.964888684,-10512070.300260846,-2197247.649061444,-354555.8706440058
