,H2O_sew,COD_part,COD_sol,X_TSS_sew,NH4_sew,PO4_sew,FD
2023-07-01 00:05:00,-19654905599.999996,-7840734.941951997,-3105475.0847999994,-5112240.946559999,-864815.8463999998,-139549.82975999996,0.00041289302796011437
2023-07-01 00:10:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.0008261345460883475
2023-07-01 00:15:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.0012393776176074065
2023-07-01 00:20:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.0016526206891264654
2023-07-01 00:25:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.0020658637606455247
2023-07-01 00:30:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.0024791068321645834
2023-07-01 00:35:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.0028923499036836425
2023-07-01 00:40:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.0033055929752027016
2023-07-01 00:45:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.003718836046721761
2023-07-01 00:50:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.004132079118240869
2023-07-01 00:55:00,-19639497599.999996,-7834588.382591997,-3103040.620799999,-5108233.325759999,-864137.8943999998,-139440.43295999995,0.004545322189759992
2023-07-01 01:00:00,-19639497599.999996,-7651155.475007999,-3072010.214591999,-5008071.887999998,-855496.5154559999,-138046.02863039996,0.004958565261279114
2023-07-01 01:05:00,-19639497599.999996,-7651155.475007999,-3072010.214591999,-5008071.887999998,-855496.5154559999,-138046.02863039996,0.005371808332798236
2023-07-01 01:10:00,-19639497599.999996,-7651155.475007999,-3072010.214591999,-5008071.887999998,-855496.5154559999,-138046.02863039996,0.005785051404317358
