,COD_part,COD_sol,X_TSS_sew,NH4_sew,PO4_sew,H2O_sew,FD
2023-04-15 09:00:00,-20684744.130829215,-9722974.244314635,-14201406.933446288,-2707663.7136066067,-436918.4628774296,66409365335.72634,0.08112833685709196
2023-04-15 09:05:00,-20690883.331056297,-9733180.592724424,-14209040.843523948,-2710505.987847307,-437377.1025844517,66500829630.924576,0.08123051617278267
2023-04-15 09:10:00,-20722367.985951394,-9755657.78770064,-14234242.806375934,-2716765.459866,-438387.15375110443,66677166718.774025,0.08142751108815419
2023-04-15 09:15:00,-20752922.64275039,-9777563.733743882,-14258743.637373682,-2722865.849903358,-439371.5348707691,66849203612.43618,0.08161970206341877
2023-04-15 09:20:00,-20782635.94361686,-9798945.120521728,-14282606.540943833,-2728820.1601452893,-440332.34402344446,67017274135.19606,0.08180746200824152
2023-04-15 09:25:00,-20811746.919067763,-9819920.46714933,-14305998.504551927,-2734661.3959150026,-441274.9070681026,67182206099.583855,0.08199171571314505
2023-04-15 09:30:00,-20840268.781970337,-9840497.885496078,-14328929.487552986,-2740391.8162140963,-442199.5885254564,67344060560.04584,0.08217253138526771
2023-04-15 09:35:00,-20868057.580093227,-9860608.621878607,-14351300.149272548,-2745992.274447206,-443103.2988312535,67502364685.1226,0.08234938080118223
2023-04-15 09:40:00,-20895283.725714255,-9880337.638691667,-14373229.758101659,-2751486.4310280583,-443989.85591589095,67657713219.94583,0.08252292838002037
2023-04-15 09:45:00,-20921959.349468578,-9899692.470320122,-14394727.498252954,-2756876.3841397804,-444859.59834982787,67810163070.28703,0.08269323769417682
2023-04-15 09:50:00,-20948095.778301522,-9918680.249062294,-14415801.990801774,-2762164.119992031,-445712.8466350774,67959768323.374825,0.08286036916718614
2023-04-15 09:55:00,-20973704.095400054,-9937307.969515242,-14436461.678669224,-2767351.586447282,-446549.91508581105,68106582057.21161,0.08302438209512623
2023-04-15 10:00:00,-21039791.456178464,-9978016.870138213,-14486339.05349954,-2778688.2423169706,-448379.2391011472,68250656359.4052,0.08318533466765579
2023-04-15 10:05:00,-21104689.024904978,-10018005.466192774,-14535324.350237954,-2789824.3070410253,-450176.19499980146,68392042345.6484,0.08334328398865881
2023-04-15 10:10:00,-21224424.954787474,-10084982.651461829,-14622525.530391153,-2808476.1814197497,-453185.9292745502,68703949070.31739,0.0836917304711515
2023-04-15 10:15:00,-21342439.61991899,-10150983.412075993,-14708466.800656991,-2826856.140071796,-456151.78623885754,69011474003.4058,0.08403528187701946
2023-04-15 10:20:00,-21458469.82745185,-10215882.720178025,-14792966.849167794,-2844929.365112868,-459068.1475523032,69313764953.46262,0.08437298614007087
2023-04-15 10:25:00,-21572388.367515825,-10279619.210418247,-14875937.605079098,-2862678.767458246,-461932.2556580347,69610417047.20123,0.08470439095624235
2023-04-15 10:30:00,-21684232.472557712,-10342212.834700441,-14957405.775367819,-2880109.9033343005,-464745.0071289435,69901533840.4514,0.08502961201278579
2023-04-15 10:35:00,-21794153.65585664,-10403740.07125239,-15037477.839583889,-2897244.07047535,-467509.83864488563,70187572121.22153,0.08534915961023279
2023-04-15 10:40:00,-21902072.268503286,-10464163.040300798,-15116098.907957954,-2914070.7200837675,-470225.04801351676,70468274318.2605,0.08566274600308864
