#.t	.in_out_RZ
#d	CMS
0.0	0.3684086203575134
0.003472222222222222	0.7850915193557739
0.006944444444444444	0.696586012840271
0.010416666666666666	0.5351426005363464
0.013888888888888888	0.4409606158733368
0.017361111111111112	0.3821280300617218
0.020833333333333332	0.3464837968349457
0.024305555555555556	0.3244520425796509
0.027777777777777776	0.30878332257270813
0.03125	0.29479390382766724
0.034722222222222224	0.28012630343437195
0.03819444444444445	0.2643180191516876
0.041666666666666664	0.2478618025779724
0.04513888888888889	0.23146969079971313
0.04861111111111111	0.21576456725597382
0.052083333333333336	0.20122236013412476
0.05555555555555555	0.18820694088935852
0.059027777777777776	0.1770385354757309
0.0625	0.16803725063800812
0.06597222222222222	0.1616801917552948
0.06944444444444445	0.1588289886713028
0.07291666666666667	0.16093866527080536
0.0763888888888889	0.16981813311576843
0.0798611111111111	0.18670877814292908
0.08333333333333333	0.2109285444021225
0.08680555555555555	0.2407233715057373
0.09027777777777778	0.27335697412490845
0.09375	0.3034699559211731
0.09722222222222222	0.32508179545402527
0.10069444444444445	0.3360278904438019
0.10416666666666667	0.3428508937358856
0.1076388888888889	0.34548500180244446
0.1111111111111111	0.3438688814640045
0.11458333333333333	0.3390018343925476
0.11805555555555555	0.33183255791664124
0.12152777777777778	0.3231130838394165
0.125	0.3134355843067169
0.1284722222222222	0.3032643795013428
0.13194444444444445	0.29293492436408997
0.13541666666666666	0.282647967338562
0.1388888888888889	0.2723349630832672
0.1423611111111111	0.2614535093307495
0.14583333333333334	0.2511562407016754
0.14930555555555555	0.24155378341674805
0.1527777777777778	0.23249372839927673
0.15625	0.2238694429397583
0.1597222222222222	0.21543043851852417
0.16319444444444445	0.20674283802509308
0.16666666666666666	0.19816993176937103
0.1701388888888889	0.19002430140972137
0.1736111111111111	0.1824178844690323
0.17708333333333334	0.17540235817432404
0.18055555555555555	0.16898411512374878
0.1840277777777778	0.16313526034355164
0.1875	0.15780803561210632
0.1909722222222222	0.15294913947582245
0.19444444444444445	0.1485069841146469
0.19791666666666666	0.14443393051624298
0.2013888888888889	0.14068734645843506
0.2048611111111111	0.1372285932302475
0.20833333333333334	0.13402427732944489
0.21180555555555555	0.1310444474220276
0.2152777777777778	0.12826304137706757
0.21875	0.12565714120864868
0.2222222222222222	0.1232069730758667
0.22569444444444445	0.12089458853006363
0.22916666666666666	0.1187036782503128
0.2326388888888889	0.11661750078201294
0.2361111111111111	0.11461849510669708
0.23958333333333334	0.11269710958003998
0.24305555555555555	0.11085093766450882
0.2465277777777778	0.10908111929893494
0.25	0.1073882207274437
0.2534722222222222	0.10577145963907242
0.2569444444444444	0.10422851890325546
0.2604166666666667	0.10275604575872421
0.2638888888888889	0.1013500839471817
0.2673611111111111	0.10000678896903992
0.2708333333333333	0.09872206300497055
0.2743055555555556	0.09749234467744827
0.2777777777777778	0.09631425142288208
0.28125	0.09518460929393768
0.2847222222222222	0.09410057961940765
0.2881944444444444	0.09305968880653381
0.2916666666666667	0.09205947816371918
0.2951388888888889	0.09109805524349213
0.2986111111111111	0.09017368406057358
0.3020833333333333	0.08928482979536057
0.3055555555555556	0.08843015879392624
0.3090277777777778	0.0876086875796318
0.3125	0.08681954443454742
0.3159722222222222	0.08606229722499847
0.3194444444444444	0.08533617854118347
0.3229166666666667	0.08464056253433228
0.3263888888888889	0.08397474884986877
0.3298611111111111	0.0833381935954094
0.3333333333333333	0.08273044973611832
0.3368055555555556	0.08215122669935226
0.3402777777777778	0.08163446187973022
0.34375	0.0811932310461998
0.3472222222222222	0.08075091242790222
0.3506944444444444	0.08031191676855087
0.3541666666666667	0.07988596707582474
0.3576388888888889	0.07947946339845657
0.3611111111111111	0.07909632474184036
0.3645833333333333	0.07873889803886414
0.3680555555555556	0.07840823382139206
0.3715277777777778	0.07810463756322861
0.375	0.07782764732837677
0.3784722222222222	0.07757637649774551
0.3819444444444444	0.07734949886798859
0.3854166666666667	0.07714539766311646
0.3888888888888889	0.07696229219436646
0.3923611111111111	0.07679834961891174
0.3958333333333333	0.07665176689624786
0.3993055555555556	0.07652086764574051
0.4027777777777778	0.07640423625707626
0.40625	0.076300710439682
0.4097222222222222	0.07620944082736969
0.4131944444444444	0.07612989842891693
0.4166666666666667	0.07606188207864761
0.4201388888888889	0.07600542902946472
0.4236111111111111	0.07596080005168915
0.4270833333333333	0.07592844218015671
0.4305555555555556	0.07590889930725098
0.4340277777777778	0.07590284943580627
0.4375	0.07591104507446289
0.4409722222222222	0.07593434303998947
0.4444444444444444	0.07597372680902481
0.4479166666666667	0.07603031396865845
0.4513888888888889	0.07610538601875305
0.4548611111111111	0.07620031386613846
0.4583333333333333	0.0763164609670639
0.4618055555555556	0.07645504176616669
0.4652777777777778	0.07661698758602142
0.46875	0.0768030434846878
0.4722222222222222	0.07701386511325836
0.4756944444444444	0.07725007832050323
0.4791666666666667	0.07751224935054779
0.4826388888888889	0.07780089974403381
0.4861111111111111	0.07811647653579712
0.4895833333333333	0.07845951616764069
0.4930555555555556	0.0788305401802063
0.4965277777777778	0.07923021912574768
0.5	0.07965920120477676
0.5034722222222222	0.0801180899143219
0.5069444444444444	0.08060726523399353
0.5104166666666666	0.08112679421901703
0.5138888888888888	0.0816766694188118
0.5173611111111112	0.08234725147485733
0.5208333333333334	0.08304952830076218
0.5243055555555556	0.08373914659023285
0.5277777777777778	0.08443081378936768
0.53125	0.08513335138559341
0.5347222222222222	0.08585012704133987
0.5381944444444444	0.08658204972743988
0.5416666666666666	0.08732915669679642
0.5451388888888888	0.08809075504541397
0.5486111111111112	0.08886484056711197
0.5520833333333334	0.08964695036411285
0.5555555555555556	0.09043049067258835
0.5590277777777778	0.09120885282754898
0.5625	0.09197726100683212
0.5659722222222222	0.0927334725856781
0.5694444444444444	0.09347739815711975
0.5729166666666666	0.09421028196811676
0.5763888888888888	0.09493391215801239
0.5798611111111112	0.09564986824989319
0.5833333333333334	0.09635933488607407
0.5868055555555556	0.09706293791532516
0.5902777777777778	0.09776079654693604
0.59375	0.09845273196697235
0.5972222222222222	0.09913813322782516
0.6006944444444444	0.09981609135866165
0.6041666666666666	0.10048537701368332
0.6076388888888888	0.10114458948373795
0.6111111111111112	0.10179267078638077
0.6145833333333334	0.10242917388677597
0.6180555555555556	0.10305419564247131
0.6215277777777778	0.10366808623075485
0.625	0.10427127778530121
0.6284722222222222	0.1048642173409462
0.6319444444444444	0.10544741898775101
0.6354166666666666	0.10602149367332458
0.6388888888888888	0.1065872386097908
0.6423611111111112	0.10714558511972427
0.6458333333333334	0.10769763588905334
0.6493055555555556	0.10824461281299591
0.6527777777777778	0.10878787189722061
0.65625	0.1093289777636528
0.6597222222222222	0.10986971855163574
0.6631944444444444	0.11041262000799179
0.6666666666666666	0.11096193641424179
0.6701388888888888	0.11152643710374832
0.6736111111111112	0.11212695389986038
0.6770833333333334	0.11281509697437286
0.6805555555555556	0.11372805386781693
0.6840277777777778	0.1153145283460617
0.6875	0.11937753856182098
0.6909722222222222	0.13297726213932037
0.6944444444444444	0.1734236478805542
0.6979166666666666	0.2509421706199646
0.7013888888888888	0.3546365797519684
0.7048611111111112	0.45255985856056213
0.7083333333333334	0.5149443745613098
0.7118055555555556	0.561471164226532
0.7152777777777778	0.5960251092910767
0.71875	0.6200734376907349
0.7222222222222222	0.6366860270500183
0.7256944444444444	0.6482388377189636
0.7291666666666666	0.6563804745674133
0.7326388888888888	0.6621609926223755
0.7361111111111112	0.666250467300415
0.7395833333333334	0.6691127419471741
0.7430555555555556	0.6711721420288086
0.7465277777777778	0.6726171970367432
0.75	0.6736285090446472
0.7534722222222222	0.6743342876434326
0.7569444444444444	0.6748353242874146
0.7604166666666666	0.675212025642395
0.7638888888888888	0.6755368709564209
0.7673611111111112	0.675783097743988
0.7708333333333334	0.675989031791687
0.7743055555555556	0.6762054562568665
0.7777777777777778	0.6763916611671448
0.78125	0.6765578985214233
0.7847222222222222	0.6767525672912598
0.7881944444444444	0.6769189238548279
0.7916666666666666	0.6770759224891663
0.7951388888888888	0.6772648096084595
0.7986111111111112	0.677425742149353
0.8020833333333334	0.6775785684585571
0.8055555555555556	0.677760124206543
0.8090277777777778	0.6779122948646545
0.8125	0.6780840158462524
0.8159722222222222	0.6782392859458923
0.8194444444444444	0.6783557534217834
0.8229166666666666	0.6785018444061279
0.8263888888888888	0.6786201596260071
0.8298611111111112	0.6787741184234619
0.8333333333333334	0.6788927316665649
0.8368055555555556	0.6790367364883423
0.8402777777777778	0.6791466474533081
0.84375	0.6792839169502258
0.8472222222222222	0.6793895959854126
0.8506944444444444	0.6794903874397278
0.8541666666666666	0.6796227693557739
0.8576388888888888	0.6797430515289307
0.8611111111111112	0.6798921823501587
0.8645833333333334	0.6800187826156616
0.8680555555555556	0.6801788806915283
0.8715277777777778	0.680314838886261
0.875	0.6804366111755371
0.8784722222222222	0.6805984973907471
0.8819444444444444	0.6807462573051453
0.8854166666666666	0.6808890700340271
0.8888888888888888	0.6810542345046997
0.8923611111111112	0.6812193393707275
0.8958333333333334	0.6814091801643372
0.8993055555555556	0.6815882325172424
0.9027777777777778	0.6817597150802612
0.90625	0.6819576025009155
0.9097222222222222	0.682145357131958
0.9131944444444444	0.6823113560676575
0.9166666666666666	0.6825112700462341
0.9201388888888888	0.6827005743980408
0.9236111111111112	0.6828749179840088
0.9270833333333334	0.6830336451530457
0.9305555555555556	0.6832291483879089
0.9340277777777778	0.6834138631820679
0.9375	0.6835752129554749
0.9409722222222222	0.6837579607963562
0.9444444444444444	0.6839293837547302
0.9479166666666666	0.6840837001800537
0.9513888888888888	0.6842559576034546
0.9548611111111112	0.6844146847724915
0.9583333333333334	0.6845399141311646
0.9618055555555556	0.6846698522567749
0.9652777777777778	0.6848206520080566
0.96875	0.6849466562271118
0.9722222222222222	0.6850611567497253
0.9756944444444444	0.6851642727851868
0.9791666666666666	0.6852809190750122
0.9826388888888888	0.6853841543197632
0.9861111111111112	0.685477077960968
0.9895833333333334	0.6855572462081909
0.9930555555555556	0.6856422424316406
0.9965277777777778	0.6857303977012634
1.0	0.6858166456222534
1.0034722222222223	0.6858869791030884
1.0069444444444444	0.68595290184021
1.0104166666666667	0.6860074996948242
1.0138888888888888	0.6860740184783936
1.0173611111111112	0.6861242055892944
1.0208333333333333	0.6862084865570068
1.0243055555555556	0.6862649321556091
1.0277777777777777	0.6863019466400146
1.03125	0.6863097548484802
1.0347222222222223	0.6863413453102112
1.0381944444444444	0.6863400340080261
1.0416666666666667	0.6863223910331726
1.0451388888888888	0.6862924098968506
1.0486111111111112	0.6862964034080505
1.0520833333333333	0.6863378286361694
1.0555555555555556	0.6864185929298401
1.0590277777777777	0.686545193195343
1.0625	0.6867343187332153
1.0659722222222223	0.6870085000991821
1.0694444444444444	0.6874380707740784
1.0729166666666667	0.6879943609237671
1.0763888888888888	0.6887372136116028
1.0798611111111112	0.6896818280220032
1.0833333333333333	0.6908273696899414
1.0868055555555556	0.6922580599784851
1.0902777777777777	0.6939601302146912
1.09375	0.6959709525108337
1.0972222222222223	0.6983073353767395
1.1006944444444444	0.7010724544525146
1.1041666666666667	0.7046161890029907
1.1076388888888888	0.708578884601593
1.1111111111111112	0.7132500410079956
1.1145833333333333	0.7184266448020935
1.1180555555555556	0.7239068150520325
1.1215277777777777	0.7304796576499939
1.125	0.7379152178764343
1.1284722222222223	0.7458423376083374
1.1319444444444444	0.7541440725326538
1.1354166666666667	0.7627012133598328
1.1388888888888888	0.7711647152900696
1.1423611111111112	0.7793440818786621
1.1458333333333333	0.7871719598770142
1.1493055555555556	0.794888973236084
1.1527777777777777	0.8025210499763489
1.15625	0.8106868863105774
1.1597222222222223	0.8201467394828796
1.1631944444444444	0.8315078020095825
1.1666666666666667	0.8455935716629028
1.1701388888888888	0.8632727861404419
1.1736111111111112	0.8858572244644165
1.1770833333333333	0.9144014120101929
1.1805555555555556	0.9496637582778931
1.1840277777777777	0.9924464225769043
1.1875	1.0429933071136475
1.1909722222222223	1.1002082824707031
1.1944444444444444	1.1623239517211914
1.1979166666666667	1.228316068649292
1.2013888888888888	1.2751340866088867
1.2048611111111112	1.3454627990722656
1.2083333333333333	1.4178602695465088
1.2118055555555556	1.4924888610839844
1.2152777777777777	1.56965172290802
1.21875	1.6490782499313354
1.2222222222222223	1.7272868156433105
1.2256944444444444	1.8034542798995972
1.2291666666666667	1.8813213109970093
1.2326388888888888	1.9612383842468262
1.2361111111111112	2.038944721221924
1.2395833333333333	2.114802598953247
1.2430555555555556	2.1965718269348145
1.2465277777777777	2.2744059562683105
1.25	2.3472812175750732
1.2534722222222223	2.423004388809204
1.2569444444444444	2.4835610389709473
1.2604166666666667	2.5453972816467285
1.2638888888888888	2.6067588329315186
1.2673611111111112	2.6600937843322754
1.2708333333333333	2.712531805038452
1.2743055555555556	2.772124767303467
1.2777777777777777	2.812882900238037
1.28125	2.8557896614074707
1.2847222222222223	2.878232002258301
1.2881944444444444	2.8978710174560547
1.2916666666666667	2.914083242416382
1.2951388888888888	2.9274449348449707
1.2986111111111112	2.936917543411255
1.3020833333333333	2.9434289932250977
1.3055555555555556	2.9472134113311768
1.3090277777777777	2.9478495121002197
1.3125	2.946505069732666
1.3159722222222223	2.9423105716705322
1.3194444444444444	2.93644118309021
