#.t	H2O_sew	NH4_sew	PO4_sew	COD_sol	X_TSS_sew	COD_part
#d	m3/d	m3/d	m3/d	m3/d	m3/d	m3/d
182.38194444444446	12324.530696868896	0	0	0	0	0
182.38541666666666	12528.388452529907	0	0	0	0	0
182.38888888888889	12731.462144851685	0	0	0	0	0
182.39236111111111	12933.884382247925	0	0	0	0	0
182.39583333333334	13135.656452178955	0	0	0	0	0
182.39930555555554	13336.69080734253	0	0	0	0	0
182.40277777777777	13537.080144882202	0	0	0	0	0
182.40625	13736.827039718628	0	0	0	0	0
182.40972222222223	13935.932779312134	0	0	0	0	0
182.41319444444446	14134.401226043701	0	0	0	0	0
182.41666666666666	14332.23237991333	0	0	0	0	0
182.42013888888889	14529.430103302002	0	0	0	0	0
182.42361111111111	14755.60212135315	0	0	0	0	0
182.42708333333334	14981.445837020874	0	0	0	0	0
182.43055555555554	15206.653547286987	0	0	0	0	0
182.43402777777777	15431.13899230957	0	0	0	0	0
182.4375	15654.906034469604	0	0	0	0	0
182.44097222222223	15878.015184402466	0	0	0	0	0
182.44444444444446	16100.408506393433	0	0	0	0	0
182.44791666666666	16322.089862823486	0	0	0	0	0
182.45138888888889	16543.060541152954	0	0	0	0	0
182.45486111111111	16763.32311630249	0	0	0	0	0
182.45833333333334	16982.877588272095	0	0	0	0	0
182.46180555555554	17201.730394363403	0	0	0	0	0
182.46527777777777	17449.48925971985	0	0	0	0	0
182.46875	17697.365283966064	0	0	0	0	0
182.47222222222223	17944.837045669556	0	0	0	0	0
182.47569444444446	18191.519594192505	0	0	0	0	0
182.47916666666666	18437.410354614258	0	0	0	0	0
182.48263888888889	18682.78613090515	0	0	0	0	0
182.48611111111111	18927.375268936157	0	0	0	0	0
182.48958333333334	19171.181631088257	0	0	0	0	0
182.49305555555554	19414.206504821777	0	0	0	0	0
182.49652777777777	19656.452465057373	0	0	0	0	0
182.5	19897.92079925537	0	0	0	0	0
182.50347222222223	20138.615369796753	0	0	0	0	0
182.50694444444446	20408.146476745605	0	0	0	0	0
182.51041666666666	20677.87456512451	0	0	0	0	0
182.51388888888889	20945.238876342773	0	0	0	0	0
182.51736111111111	21193.24493408203	0	0	0	0	0
182.52083333333334	21440.517139434814	0	0	0	0	0
182.52430555555554	21687.36448287964	0	0	0	0	0
182.52777777777777	21933.483123779297	0	0	0	0	0
182.53125	22178.87306213379	0	0	0	0	0
182.53472222222223	22423.53687286377	0	0	0	0	0
182.53819444444446	22667.47455596924	0	0	0	0	0
182.54166666666666	22910.68868637085	0	0	0	0	0
182.54513888888889	23153.184413909912	0	0	0	0	0
182.54861111111111	23367.610931396484	0	0	0	0	0
182.55208333333334	23580.832386016846	0	0	0	0	0
182.55555555555554	23793.22214126587	0	0	0	0	0
182.55902777777777	24004.98104095459	0	0	0	0	0
182.5625	24216.111660003662	0	0	0	0	0
182.56597222222223	24426.47752761841	0	0	0	0	0
182.56944444444446	24636.21768951416	0	0	0	0	0
182.57291666666666	24845.337295532227	0	0	0	0	0
182.57638888888889	25053.83892059326	0	0	0	0	0
182.57986111111111	25261.722564697266	0	0	0	0	0
182.58333333333334	25468.990802764893	0	0	0	0	0
182.58680555555554	25675.643634796143	0	0	0	0	0
182.59027777777777	25826.987171173096	0	0	0	0	0
182.59375	25976.806354522705	0	0	0	0	0
182.59722222222223	26125.822162628174	0	0	0	0	0
182.60069444444446	26274.39250946045	0	0	0	0	0
182.60416666666666	26422.52254486084	0	0	0	0	0
182.60763888888889	26569.959926605225	0	0	0	0	0
182.61111111111111	26716.962146759033	0	0	0	0	0
182.61458333333334	26863.52663040161	0	0	0	0	0
182.61805555555554	27009.658527374268	0	0	0	0	0
182.62152777777777	27155.357837677002	0	0	0	0	0
182.625	27300.624561309814	0	0	0	0	0
182.62847222222223	27445.46127319336	0	0	0	0	0
182.63194444444446	27562.51974105835	0	0	0	0	0
182.63541666666666	27678.455543518066	0	0	0	0	0
182.63888888888889	27793.727016448975	0	0	0	0	0
182.64236111111111	27908.653450012207	0	0	0	0	0
182.64583333333334	28023.239994049072	0	0	0	0	0
182.64930555555554	28137.262630462646	0	0	0	0	0
182.65277777777777	28250.947952270508	0	0	0	0	0
182.65625	28364.295959472656	0	0	0	0	0
182.65972222222223	28477.30665206909	0	0	0	0	0
182.66319444444446	28589.985179901123	0	0	0	0	0
182.66666666666666	28702.328968048096	0	0	0	0	0
182.67013888888889	28814.33801651001	0	0	0	0	0
182.67361111111111	28912.342071533203	0	0	0	0	0
182.67708333333334	29009.872341156006	0	0	0	0	0
182.68055555555554	29107.07302093506	0	0	0	0	0
182.68402777777777	29203.98530960083	0	0	0	0	0
182.6875	29300.611782073975	0	0	0	0	0
182.69097222222223	29396.92153930664	0	0	0	0	0
182.69444444444446	29492.948055267334	0	0	0	0	0
182.69791666666666	29588.6887550354	0	0	0	0	0
182.70138888888889	29684.14878845215	0	0	0	0	0
182.70486111111111	29779.32300567627	0	0	0	0	0
182.70833333333334	29874.216556549072	0	0	0	0	0
182.71180555555554	29968.829441070557	0	0	0	0	0
182.71527777777777	30063.161659240723	0	0	0	0	0
182.71875	30157.622623443604	0	0	0	0	0
182.72222222222223	30252.047538757324	0	0	0	0	0
182.72569444444446	30346.191787719727	0	0	0	0	0
182.72916666666666	30440.06052017212	0	0	0	0	0
182.73263888888889	30533.815956115723	0	0	0	0	0
182.73611111111111	30627.295875549316	0	0	0	0	0
182.73958333333334	30720.5002784729	0	0	0	0	0
182.74305555555554	30813.42658996582	0	0	0	0	0
182.74652777777777	30906.079959869385	0	0	0	0	0
182.75	30998.45781326294	0	0	0	0	0
182.75347222222223	31090.560150146484	0	0	0	0	0
182.75694444444446	31182.392120361328	0	0	0	0	0
182.76041666666666	31274.293613433838	0	0	0	0	0
182.76388888888889	31366.123008728027	0	0	0	0	0
182.76736111111111	31457.67946243286	0	0	0	0	0
182.77083333333334	31548.96812438965	0	0	0	0	0
182.77430555555554	31640.125465393066	0	0	0	0	0
182.77777777777777	31731.012439727783	0	0	0	0	0
182.78125	31821.631622314453	0	0	0	0	0
182.78472222222223	31911.983013153076	0	0	0	0	0
182.78819444444446	32002.066612243652	0	0	0	0	0
182.79166666666666	32091.88241958618	0	0	0	0	0
182.79513888888889	32181.43301010132	0	0	0	0	0
182.79861111111111	32284.39121246338	0	0	0	0	0
182.80208333333334	32386.955451965332	0	0	0	0	0
182.80555555555554	32489.09740447998	0	0	0	0	0
182.80902777777777	32590.932941436768	0	0	0	0	0
182.8125	32692.469787597656	0	0	0	0	0
182.81597222222223	32793.6203956604	0	0	0	0	0
182.81944444444446	32894.46973800659	0	0	0	0	0
182.82291666666666	32995.020389556885	0	0	0	0	0
182.82638888888889	33095.27492523193	0	0	0	0	0
182.82986111111111	33195.230770111084	0	0	0	0	0
182.83333333333334	33294.893074035645	0	0	0	0	0
182.83680555555554	33394.25926208496	0	0	0	0	0
182.84027777777777	33465.97852706909	0	0	0	0	0
182.84375	33536.50817871094	0	0	0	0	0
182.84722222222223	33606.386375427246	0	0	0	0	0
182.85069444444446	33676.0534286499	0	0	0	0	0
182.85416666666666	33745.51191329956	0	0	0	0	0
182.85763888888889	33814.46056365967	0	0	0	0	0
182.86111111111111	33883.20064544678	0	0	0	0	0
182.86458333333334	33951.73988342285	0	0	0	0	0
182.86805555555554	34020.07312774658	0	0	0	0	0
182.87152777777777	34088.20552825928	0	0	0	0	0
182.875	34156.13451004028	0	0	0	0	0
182.87847222222223	34223.86522293091	0	0	0	0	0
182.88194444444446	34250.368881225586	0	0	0	0	0
182.88541666666666	34276.244258880615	0	0	0	0	0
182.88888888888889	34301.921367645264	0	0	0	0	0
182.89236111111111	34327.52380371094	0	0	0	0	0
182.89583333333334	34353.04899215698	0	0	0	0	0
182.89930555555554	34378.417110443115	0	0	0	0	0
182.90277777777777	34403.70798110962	0	0	0	0	0
182.90625	34428.921604156494	0	0	0	0	0
182.90972222222223	34454.06312942505	0	0	0	0	0
182.91319444444446	34479.12998199463	0	0	0	0	0
182.91666666666666	34504.122161865234	0	0	0	0	0
182.92013888888889	34529.039669036865	0	0	0	0	0
182.92361111111111	34499.18603897095	0	0	0	0	0
182.92708333333334	34468.959045410156	0	0	0	0	0
182.93055555555554	34438.822174072266	0	0	0	0	0
182.93402777777777	34408.775424957275	0	0	0	0	0
182.9375	34378.81622314453	0	0	0	0	0
182.94097222222223	34348.94714355469	0	0	0	0	0
182.94444444444446	34319.168186187744	0	0	0	0	0
182.94791666666666	34289.47420120239	0	0	0	0	0
182.95138888888889	34259.87033843994	0	0	0	0	0
182.95486111111111	34230.35144805908	0	0	0	0	0
182.95833333333334	34200.92267990112	0	0	0	0	0
182.96180555555554	197546.7384338379	0	0	0	0	0
182.96527777777777	194479.30755615234	0	0	0	0	0
182.96875	191464.0754699707	0	0	0	0	0
182.97222222222223	188500.83618164062	0	0	0	0	0
182.97569444444446	185588.6833190918	0	0	0	0	0
182.97916666666666	182726.7723083496	0	0	0	0	0
182.98263888888889	179914.21737670898	0	0	0	0	0
182.98611111111111	177150.1739501953	0	0	0	0	0
182.98958333333334	174433.77685546875	0	0	0	0	0
182.99305555555554	171764.23301696777	0	0	0	0	0
182.99652777777777	169140.718460083	0	0	0	0	0
183.0	166562.45040893555	0	0	0	0	0
183.00347222222223	164028.63578796387	0	0	0	0	0
183.00694444444446	161538.5124206543	0	0	0	0	0
183.01041666666666	159091.30783081055	0	0	0	0	0
183.01388888888889	156686.2907409668	0	0	0	0	0
183.01736111111111	154322.76077270508	0	0	0	0	0
183.02083333333334	151999.9969482422	0	0	0	0	0
183.02430555555554	149717.30918884277	0	0	0	0	0
183.02777777777777	147473.9559173584	0	0	0	0	0
183.03125	145269.22645568848	0	0	0	0	0
183.03472222222223	143102.5131225586	0	0	0	0	0
183.03819444444446	140973.17733764648	0	0	0	0	0
183.04166666666666	138880.55992126465	0	0	0	0	0
183.04513888888889	136824.03259277344	0	0	0	0	0
183.04861111111111	134802.97737121582	0	0	0	0	0
183.05208333333334	132816.77627563477	0	0	0	0	0
183.05555555555554	130864.83192443848	0	0	0	0	0
183.05902777777777	128946.55723571777	0	0	0	0	0
183.0625	127061.35482788086	0	0	0	0	0
183.06597222222223	125208.67881774902	0	0	0	0	0
183.06944444444446	123387.94212341309	0	0	0	0	0
183.07291666666666	121509.02252197266	0	0	0	0	0
183.07638888888889	119608.13369750977	0	0	0	0	0
183.07986111111111	117742.70668029785	0	0	0	0	0
183.08333333333334	115912.09259033203	0	0	0	0	0
183.08680555555554	114115.6322479248	0	0	0	0	0
183.09027777777777	112352.70767211914	0	0	0	0	0
183.09375	110622.65968322754	0	0	0	0	0
183.09722222222223	108924.91149902344	0	0	0	0	0
183.10069444444446	107258.83483886719	0	0	0	0	0
183.10416666666666	105623.85292053223	0	0	0	0	0
183.10763888888889	104019.39926147461	0	0	0	0	0
183.11111111111111	102444.86618041992	0	0	0	0	0
183.11458333333334	100899.70779418945	0	0	0	0	0
183.11805555555554	99383.37821960449	0	0	0	0	0
183.12152777777777	97895.35217285156	0	0	0	0	0
183.125	96435.09407043457	0	0	0	0	0
183.12847222222223	95002.07862854004	0	0	0	0	0
183.13194444444446	93681.9580078125	0	0	0	0	0
183.13541666666666	92387.18490600586	0	0	0	0	0
183.13888888888889	91116.57485961914	0	0	0	0	0
183.14236111111111	89869.67468261719	0	0	0	0	0
183.14583333333334	88646.04148864746	0	0	0	0	0
183.14930555555554	87445.24269104004	0	0	0	0	0
183.15277777777777	86266.85600280762	0	0	0	0	0
183.15625	85110.45398712158	0	0	0	0	0
183.15972222222223	83975.62465667725	0	0	0	0	0
183.16319444444446	82861.97662353516	0	0	0	0	0
183.16666666666666	81769.11334991455	0	0	0	0	0
183.17013888888889	80696.63829803467	0	0	0	0	0
183.17361111111111	79902.63576507568	0	0	0	0	0
183.17708333333334	79127.7494430542	0	0	0	0	0
183.18055555555554	78368.59073638916	0	0	0	0	0
183.18402777777777	77623.60439300537	0	0	0	0	0
183.1875	76892.52262115479	0	0	0	0	0
183.19097222222223	76175.96340179443	0	0	0	0	0
183.19444444444446	75472.7783203125	0	0	0	0	0
183.19791666666666	74782.72018432617	0	0	0	0	0
183.20138888888889	74105.53665161133	0	0	0	0	0
183.20486111111111	73440.98567962646	0	0	0	0	0
183.20833333333334	72788.840675354	0	0	0	0	0
183.21180555555554	12494.314527511597	0	0	0	0	0
183.21527777777777	12622.09496498108	0	0	0	0	0
183.21875	12750.578355789185	0	0	0	0	0
183.22222222222223	12879.083633422852	0	0	0	0	0
183.22569444444446	13007.180786132812	0	0	0	0	0
183.22916666666666	13134.867238998413	0	0	0	0	0
183.23263888888889	13262.445545196533	0	0	0	0	0
183.23611111111111	13389.618301391602	0	0	0	0	0
183.23958333333334	13516.382932662964	0	0	0	0	0
183.24305555555554	13642.740726470947	0	0	0	0	0
183.24652777777777	13768.694257736206	0	0	0	0	0
183.25	13894.24352645874	0	0	0	0	0
183.25347222222223	14019.389820098877	0	0	0	0	0
183.25694444444446	14173.743438720703	0	0	0	0	0
183.26041666666666	14328.072595596313	0	0	0	0	0
183.26388888888889	14482.036113739014	0	0	0	0	0
183.26736111111111	14635.50910949707	0	0	0	0	0
183.27083333333334	14788.487720489502	0	0	0	0	0
183.27430555555554	14941.068506240845	0	0	0	0	0
183.27777777777777	15093.160057067871	0	0	0	0	0
183.28125	15244.763660430908	0	0	0	0	0
183.28472222222223	15395.880603790283	0	0	0	0	0
183.28819444444446	15546.51346206665	0	0	0	0	0
183.29166666666666	15696.663522720337	0	0	0	0	0
183.29513888888889	15846.33207321167	0	0	0	0	0
183.29861111111111	16025.129413604736	0	0	0	0	0
183.30208333333334	16203.158140182495	0	0	0	0	0
183.30555555555554	16380.355167388916	0	0	0	0	0
183.30902777777777	16556.98184967041	0	0	0	0	0
183.3125	16733.040761947632	0	0	0	0	0
183.31597222222223	16908.35552215576	0	0	0	0	0
183.31944444444446	17083.1063747406	0	0	0	0	0
183.32291666666666	17257.295894622803	0	0	0	0	0
183.32638888888889	17430.92794418335	0	0	0	0	0
183.32986111111111	17604.00252342224	0	0	0	0	0
183.33333333333334	17776.522207260132	0	0	0	0	0
183.33680555555554	103646.50955200195	0	0	0	0	0
183.34027777777777	103044.85359191895	0	0	0	0	0
183.34375	102453.56941223145	0	0	0	0	0
183.34722222222223	101872.8012084961	0	0	0	0	0
183.35069444444446	101302.87857055664	0	0	0	0	0
183.35416666666666	100743.58520507812	0	0	0	0	0
183.35763888888889	100194.37522888184	0	0	0	0	0
183.36111111111111	99655.41343688965	0	0	0	0	0
183.36458333333334	99126.50413513184	0	0	0	0	0
183.36805555555554	98607.4722290039	0	0	0	0	0
183.37152777777777	98098.12202453613	0	0	0	0	0
183.375	97598.2681274414	0	0	0	0	0
183.37847222222223	97107.75604248047	0	0	0	0	0
183.38194444444446	96712.53662109375	0	0	0	0	0
183.38541666666666	96324.12528991699	0	0	0	0	0
183.38888888888889	95942.20275878906	0	0	0	0	0
183.39236111111111	95567.39730834961	0	0	0	0	0
183.39583333333334	95199.59564208984	0	0	0	0	0
183.39930555555554	94838.11798095703	0	0	0	0	0
183.40277777777777	94483.38661193848	0	0	0	0	0
183.40625	94135.27793884277	0	0	0	0	0
183.40972222222223	93793.6580657959	0	0	0	0	0
183.41319444444446	93458.41369628906	0	0	0	0	0
183.41666666666666	93129.43153381348	0	0	0	0	0
183.42013888888889	92806.57768249512	0	0	0	0	0
183.42361111111111	92662.06283569336	0	0	0	0	0
183.42708333333334	92522.53303527832	0	0	0	0	0
183.43055555555554	92386.12403869629	0	0	0	0	0
183.43402777777777	92252.2590637207	0	0	0	0	0
183.4375	92120.88661193848	0	0	0	0	0
183.44097222222223	91992.31567382812	0	0	0	0	0
183.44444444444446	91866.1548614502	0	0	0	0	0
183.44791666666666	91742.3526763916	0	0	0	0	0
183.45138888888889	91620.84732055664	0	0	0	0	0
183.45486111111111	91501.61819458008	0	0	0	0	0
183.45833333333334	91384.61380004883	0	0	0	0	0
183.46180555555554	91269.7826385498	0	0	0	0	0
183.46527777777777	91329.4075012207	0	0	0	0	0
183.46875	91393.23463439941	0	0	0	0	0
183.47222222222223	91458.13293457031	0	0	0	0	0
183.47569444444446	91521.84677124023	0	0	0	0	0
183.47916666666666	91584.36584472656	0	0	0	0	0
183.48263888888889	91647.3072052002	0	0	0	0	0
183.48611111111111	91709.08470153809	0	0	0	0	0
183.48958333333334	91769.70863342285	0	0	0	0	0
183.49305555555554	91829.20989990234	0	0	0	0	0
183.49652777777777	91887.58850097656	0	0	0	0	0
183.5	91944.88563537598	0	0	0	0	0
183.50347222222223	15931.06369972229	0	0	0	0	0
183.50694444444446	16214.088678359985	0	0	0	0	0
183.51041666666666	16497.26686477661	0	0	0	0	0
183.51388888888889	16780.016326904297	0	0	0	0	0
183.51736111111111	17061.86327934265	0	0	0	0	0
183.52083333333334	17342.80514717102	0	0	0	0	0
183.52430555555554	17623.179244995117	0	0	0	0	0
183.52777777777777	17902.65727043152	0	0	0	0	0
183.53125	18181.239223480225	0	0	0	0	0
183.53472222222223	18458.92767906189	0	0	0	0	0
183.53819444444446	18735.725212097168	0	0	0	0	0
183.54166666666666	19011.63568496704	0	0	0	0	0
183.54513888888889	19286.661672592163	0	0	0	0	0
183.54861111111111	19531.19673728943	0	0	0	0	0
183.55208333333334	19774.328470230103	0	0	0	0	0
183.55555555555554	20016.46499633789	0	0	0	0	0
183.55902777777777	20257.822608947754	0	0	0	0	0
183.5625	20498.405170440674	0	0	0	0	0
183.56597222222223	20738.067197799683	0	0	0	0	0
183.56944444444446	20972.70941734314	0	0	0	0	0
183.57291666666666	21192.68102645874	0	0	0	0	0
183.57638888888889	21412.001180648804	0	0	0	0	0
183.57986111111111	21630.672454833984	0	0	0	0	0
183.58333333333334	21848.69613647461	0	0	0	0	0
183.58680555555554	22066.073513031006	0	0	0	0	0
183.59027777777777	22228.105545043945	0	0	0	0	0
183.59375	22388.587474822998	0	0	0	0	0
183.59722222222223	22548.22998046875	0	0	0	0	0
183.60069444444446	22707.39870071411	0	0	0	0	0
183.60416666666666	22866.093635559082	0	0	0	0	0
183.60763888888889	23024.070167541504	0	0	0	0	0
183.61111111111111	23181.57548904419	0	0	0	0	0
183.61458333333334	23338.612174987793	0	0	0	0	0
183.61805555555554	23495.185375213623	0	0	0	0	0
183.62152777777777	23651.29508972168	0	0	0	0	0
183.625	23806.941318511963	0	0	0	0	0
183.62847222222223	23962.12921142578	0	0	0	0	0
183.63194444444446	24089.50538635254	0	0	0	0	0
183.63541666666666	24215.727996826172	0	0	0	0	0
183.63888888888889	24341.255378723145	0	0	0	0	0
183.64236111111111	24466.409397125244	0	0	0	0	0
183.64583333333334	24591.192626953125	0	0	0	0	0
183.64930555555554	24715.383625030518	0	0	0	0	0
183.65277777777777	24839.20383453369	0	0	0	0	0
183.65625	24962.6558303833	0	0	0	0	0
183.65972222222223	25085.744762420654	0	0	0	0	0
183.66319444444446	25208.468055725098	0	0	0	0	0
183.66666666666666	25330.828285217285	0	0	0	0	0
183.67013888888889	25452.825450897217	0	0	0	0	0
183.67361111111111	25560.786724090576	0	0	0	0	0
183.67708333333334	25668.243312835693	0	0	0	0	0
183.68055555555554	25775.344562530518	0	0	0	0	0
183.68402777777777	25882.12652206421	0	0	0	0	0
183.6875	25988.591766357422	0	0	0	0	0
183.69097222222223	26094.714546203613	0	0	0	0	0
183.69444444444446	26200.52318572998	0	0	0	0	0
183.69791666666666	26306.017684936523	0	0	0	0	0
183.70138888888889	26411.198043823242	0	0	0	0	0
183.70486111111111	26516.069412231445	0	0	0	0	0
183.70833333333334	26620.62921524048	0	0	0	0	0
183.71180555555554	26724.880027770996	0	0	0	0	0
183.71527777777777	26828.821849822998	0	0	0	0	0
183.71875	26932.864093780518	0	0	0	0	0
183.72222222222223	27036.839389801025	0	0	0	0	0
183.72569444444446	27140.510845184326	0	0	0	0	0
183.72916666666666	27243.87331008911	0	0	0	0	0
183.73263888888889	27347.096729278564	0	0	0	0	0
183.73611111111111	27450.01630783081	0	0	0	0	0
183.73958333333334	27552.63204574585	0	0	0	0	0
183.74305555555554	27654.94394302368	0	0	0	0	0
183.74652777777777	27756.951999664307	0	0	0	0	0
183.75	27858.656215667725	0	0	0	0	0
183.75347222222223	27960.05916595459	0	0	0	0	0
183.75694444444446	28061.163425445557	0	0	0	0	0
183.76041666666666	28162.308883666992	0	0	0	0	0
183.76388888888889	28263.356494903564	0	0	0	0	0
183.76736111111111	28364.10541534424	0	0	0	0	0
183.77083333333334	28464.555644989014	0	0	0	0	0
183.77430555555554	28564.848804473877	0	0	0	0	0
183.77777777777777	28664.84327316284	0	0	0	0	0
183.78125	28764.544200897217	0	0	0	0	0
183.78472222222223	28863.949012756348	0	0	0	0	0
183.78819444444446	28963.06028366089	0	0	0	0	0
183.79166666666666	29061.875438690186	0	0	0	0	0
183.79513888888889	29160.399627685547	0	0	0	0	0
183.79861111111111	29272.308254241943	0	0	0	0	0
183.80208333333334	29383.79201889038	0	0	0	0	0
183.80555555555554	29494.82774734497	0	0	0	0	0
183.80902777777777	29605.53388595581	0	0	0	0	0
183.8125	29715.9104347229	0	0	0	0	0
183.81597222222223	29825.877571105957	0	0	0	0	0
183.81944444444446	29935.517692565918	0	0	0	0	0
183.82291666666666	30044.833374023438	0	0	0	0	0
183.82638888888889	30153.824615478516	0	0	0	0	0
183.82986111111111	30262.491416931152	0	0	0	0	0
183.83333333333334	30370.838928222656	0	0	0	0	0
183.83680555555554	30478.864574432373	0	0	0	0	0
183.84027777777777	30559.220123291016	0	0	0	0	0
183.84375	30638.357734680176	0	0	0	0	0
183.84722222222223	30716.82071685791	0	0	0	0	0
183.85069444444446	30795.04680633545	0	0	0	0	0
183.85416666666666	30873.038578033447	0	0	0	0	0
183.85763888888889	30950.49476623535	0	0	0	0	0
