;total_inflow;.t;.in_out_RZ
2024-08-01 09:45:00;0,0660935714840889;0,4027777777777778;0,0660935714840889
2024-08-01 09:50:00;0,06589696556329727;0,40625;0,06589696556329727
2024-08-01 09:55:00;0,06571799516677856;0,4097222222222222;0,06571799516677856
2024-08-01 10:00:00;0,06555689871311188;0,4131944444444444;0,06555689871311188
2024-08-01 10:05:00;0,06541403383016586;0,4166666666666667;0,06541403383016586
2024-08-01 10:10:00;0,06528978794813156;0,4201388888888889;0,06528978794813156
2024-08-01 10:15:00;0,0651845708489418;0,4236111111111111;0,0651845708489418
2024-08-01 10:20:00;0,06509880721569061;0,4270833333333333;0,06509880721569061
2024-08-01 10:25:00;0,06503290683031082;0,4305555555555556;0,06503290683031082
2024-08-01 10:30:00;0,06498728692531586;0,4340277777777778;0,06498728692531586
2024-08-01 10:35:00;0,06496229767799377;0,4375;0,06496229767799377
2024-08-01 10:40:00;0,06495830416679382;0,4409722222222222;0,06495830416679382
2024-08-01 10:45:00;0,06497564911842346;0,4444444444444444;0,06497564911842346
2024-08-01 10:50:00;0,06501476466655731;0,4479166666666667;0,06501476466655731
2024-08-01 10:55:00;0,06507620960474014;0,4513888888888889;0,06507620960474014
2024-08-01 11:00:00;0,06516066938638687;0,4548611111111111;0,06516066938638687
2024-08-01 11:05:00;0,065268874168396;0,4583333333333333;0,065268874168396
2024-08-01 11:10:00;0,06540149450302124;0,4618055555555556;0,06540149450302124
2024-08-01 11:15:00;0,06555904448032379;0,4652777777777778;0,06555904448032379
2024-08-01 11:20:00;0,06574185937643051;0,46875;0,06574185937643051
2024-08-01 11:25:00;0,06595003604888916;0,4722222222222222;0,06595003604888916
2024-08-01 11:30:00;0,06618354469537735;0,4756944444444444;0,06618354469537735
2024-08-01 11:35:00;0,06644215434789658;0,4791666666666667;0,06644215434789658
2024-08-01 11:40:00;0,06672557443380356;0,4826388888888889;0,06672557443380356
2024-08-01 11:45:00;0,06703343242406845;0,4861111111111111;0,06703343242406845
2024-08-01 11:50:00;0,06736528873443604;0,4895833333333333;0,06736528873443604
2024-08-01 11:55:00;0,06772077083587646;0,4930555555555556;0,06772077083587646
2024-08-01 12:00:00;0,06809934973716736;0,4965277777777778;0,06809934973716736
2024-08-01 12:05:00;0,06850050389766693;0,5;0,06850050389766693
2024-08-01 12:10:00;0,06892343610525131;0,5034722222222222;0,06892343610525131
2024-08-01 12:15:00;0,06936715543270111;0,5069444444444444;0,06936715543270111
2024-08-01 12:20:00;0,0698304995894432;0,5104166666666666;0,0698304995894432
2024-08-01 12:25:00;0,07031206041574478;0,5138888888888888;0,07031206041574478
2024-08-01 12:30:00;0,07081059366464615;0,5173611111111112;0,07081059366464615
2024-08-01 12:35:00;0,07132516801357269;0,5208333333333334;0,07132516801357269
2024-08-01 12:40:00;0,07185562700033188;0,5243055555555556;0,07185562700033188
2024-08-01 12:45:00;0,07240263372659683;0,5277777777777778;0,07240263372659683
2024-08-01 12:50:00;0,07296770066022873;0,53125;0,07296770066022873
2024-08-01 12:55:00;0,07355278730392456;0,5347222222222222;0,07355278730392456
2024-08-01 13:00:00;0,07416003942489624;0,5381944444444444;0,07416003942489624
2024-08-01 13:05:00;0,07479147613048553;0,5416666666666666;0,07479147613048553
2024-08-01 13:10:00;0,0754489153623581;0,5451388888888888;0,0754489153623581
2024-08-01 13:15:00;0,07613391429185867;0,5486111111111112;0,07613391429185867
2024-08-01 13:20:00;0,07684750854969025;0,5520833333333334;0,07684750854969025
2024-08-01 13:25:00;0,0775902047753334;0,5555555555555556;0,0775902047753334
2024-08-01 13:30:00;0,07836195081472397;0,5590277777777778;0,07836195081472397
2024-08-01 13:35:00;0,07916206866502762;0,5625;0,07916206866502762
2024-08-01 13:40:00;0,0799892395734787;0,5659722222222222;0,0799892395734787
2024-08-01 13:45:00;0,0808415338397026;0,5694444444444444;0,0808415338397026
2024-08-01 13:50:00;0,08172104507684708;0,5729166666666666;0,08172104507684708
2024-08-01 13:55:00;0,08277450501918793;0,5763888888888888;0,08277450501918793
2024-08-01 14:00:00;0,08381805568933487;0,5798611111111112;0,08381805568933487
2024-08-01 14:05:00;0,08481502532958984;0,5833333333333334;0,08481502532958984
2024-08-01 14:10:00;0,08578970283269882;0,5868055555555556;0,08578970283269882
2024-08-01 14:15:00;0,08675313740968704;0,5902777777777778;0,08675313740968704
2024-08-01 14:20:00;0,0877053514122963;0,59375;0,0877053514122963
2024-08-01 14:25:00;0,0886416807770729;0,5972222222222222;0,0886416807770729
2024-08-01 14:30:00;0,08955726772546768;0,6006944444444444;0,08955726772546768
2024-08-01 14:35:00;0,0904492437839508;0,6041666666666666;0,0904492437839508
2024-08-01 14:40:00;0,09131715446710587;0,6076388888888888;0,09131715446710587
2024-08-01 14:45:00;0,09216232597827911;0,6111111111111112;0,09216232597827911
2024-08-01 14:50:00;0,09298701584339142;0,6145833333333334;0,09298701584339142
2024-08-01 14:55:00;0,09379365295171738;0,6180555555555556;0,09379365295171738
2024-08-01 15:00:00;0,0945843756198883;0,6215277777777778;0,0945843756198883
2024-08-01 15:05:00;0,09536083787679672;0,625;0,09536083787679672
2024-08-01 15:10:00;0,09612416476011276;0,6284722222222222;0,09612416476011276
2024-08-01 15:15:00;0,09687500447034836;0,6319444444444444;0,09687500447034836
2024-08-01 15:20:00;0,09761351346969604;0,6354166666666666;0,09761351346969604
2024-08-01 15:25:00;0,09833934903144836;0,6388888888888888;0,09833934903144836
2024-08-01 15:30:00;0,09905176609754562;0,6423611111111112;0,09905176609754562
2024-08-01 15:35:00;0,09975004941225052;0,6458333333333334;0,09975004941225052
2024-08-01 15:40:00;0,10043395310640335;0,6493055555555556;0,10043395310640335
2024-08-01 15:45:00;0,1011037826538086;0,6527777777777778;0,1011037826538086
2024-08-01 15:50:00;0,1017601415514946;0,65625;0,1017601415514946
2024-08-01 15:55:00;0,10240358114242554;0,6597222222222222;0,10240358114242554
2024-08-01 16:00:00;0,10303454846143723;0,6631944444444444;0,10303454846143723
2024-08-01 16:05:00;0,10365335643291473;0,6666666666666666;0,10365335643291473
2024-08-01 16:10:00;0,10426017642021179;0,6701388888888888;0,10426017642021179
2024-08-01 16:15:00;0,10485512763261795;0,6736111111111112;0,10485512763261795
