;H2O_sew;NH4_sew;PO4_sew;COD_sol;X_TSS_sew;COD_part
2024-07-01 00:05:00;36802,91862487793;0;0;0;0;0
2024-07-01 00:10:00;11532,948589324951;0;0;0;0;0
2024-07-01 00:15:00;11532,948589324951;0;0;0;0;0
2024-07-01 00:20:00;11532,948589324951;0;0;0;0;0
2024-07-01 00:25:00;11532,948589324951;0;0;0;0;0
2024-07-01 00:30:00;11532,948589324951;0;0;0;0;0
2024-07-01 00:35:00;11532,948589324951;0;0;0;0;0
2024-07-01 00:40:00;23867,85879135132;0;0;0;0;0
2024-07-01 00:45:00;23867,85879135132;0;0;0;0;0
2024-07-01 00:50:00;23867,85879135132;0;0;0;0;0
2024-07-01 00:55:00;23867,85879135132;0;0;0;0;0
2024-07-01 01:00:00;23867,85879135132;0;0;0;0;0
2024-07-01 01:05:00;23867,85879135132;0;0;0;0;0
2024-07-01 01:10:00;23867,85879135132;0;0;0;0;0
2024-07-01 01:15:00;18602,171802520752;0;0;0;0;0
2024-07-01 01:20:00;17366,512441635132;0;0;0;0;0
2024-07-01 01:25:00;16281,102275848389;0;0;0;0;0
2024-07-01 01:30:00;15383,670330047607;0;0;0;0;0
2024-07-01 01:35:00;14725,42405128479;0;0;0;0;0
2024-07-01 01:40:00;14411,892700195312;0;0;0;0;0
2024-07-01 01:45:00;14678,731727600098;0;0;0;0;0
2024-07-01 01:50:00;15801,511716842651;0;0;0;0;0
2024-07-01 01:55:00;18649,339199066162;0;0;0;0;0
2024-07-01 02:00:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:05:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:10:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:15:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:20:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:25:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:30:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:35:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:40:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:45:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:50:00;23867,85879135132;0;0;0;0;0
2024-07-01 02:55:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:00:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:05:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:10:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:15:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:20:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:25:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:30:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:35:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:40:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:45:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:50:00;23867,85879135132;0;0;0;0;0
2024-07-01 03:55:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:00:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:05:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:10:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:15:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:20:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:25:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:30:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:35:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:40:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:45:00;23900,784301757812;0;0;0;0;0
2024-07-01 04:50:00;23867,85879135132;0;0;0;0;0
2024-07-01 04:55:00;23898,46429824829;0;0;0;0;0
2024-07-01 05:00:00;24032,053756713867;0;0;0;0;0
2024-07-01 05:05:00;24062,870407104492;0;0;0;0;0
2024-07-01 05:10:00;24034,190940856934;0;0;0;0;0
2024-07-01 05:15:00;24131,64653778076;0;0;0;0;0
2024-07-01 05:20:00;24178,229427337646;0;0;0;0;0
2024-07-01 05:25:00;24181,800842285156;0;0;0;0;0
2024-07-01 05:30:00;24200,340270996094;0;0;0;0;0
2024-07-01 05:35:00;24282,62701034546;0;0;0;0;0
2024-07-01 05:40:00;24283,752250671387;0;0;0;0;0
2024-07-01 05:45:00;24272,46379852295;0;0;0;0;0
2024-07-01 05:50:00;24365,58837890625;0;0;0;0;0
2024-07-01 05:55:00;24378,146266937256;0;0;0;0;0
2024-07-01 06:00:00;24339,800548553467;0;0;0;0;0
2024-07-01 06:05:00;24405,901336669922;0;0;0;0;0
2024-07-01 06:10:00;24431,933784484863;0;0;0;0;0
2024-07-01 06:15:00;24407,088375091553;0;0;0;0;0
2024-07-01 06:20:00;24459,763526916504;0;0;0;0;0
2024-07-01 06:25:00;24466,37077331543;0;0;0;0;0
2024-07-01 06:30:00;24446,989345550537;0;0;0;0;0
2024-07-01 06:35:00;24504,77056503296;0;0;0;0;0
2024-07-01 06:40:00;24507,24506378174;0;0;0;0;0
2024-07-01 06:45:00;24491,280555725098;0;0;0;0;0
2024-07-01 06:50:00;24541,527557373047;0;0;0;0;0
2024-07-01 06:55:00;24529,942989349365;0;0;0;0;0
2024-07-01 07:00:00;24552,42462158203;0;0;0;0;0
2024-07-01 07:05:00;24589,755821228027;0;0;0;0;0
2024-07-01 07:10:00;24532,08532333374;0;0;0;0;0
2024-07-01 07:15:00;24630,269622802734;0;0;0;0;0
2024-07-01 07:20:00;24605,735778808594;0;0;0;0;0
2024-07-01 07:25:00;24568,054389953613;0;0;0;0;0
2024-07-01 07:30:00;24707,581615447998;0;0;0;0;0
2024-07-01 07:35:00;24595,783710479736;0;0;0;0;0
2024-07-01 07:40:00;24663,421726226807;0;0;0;0;0
2024-07-01 07:45:00;24747,500610351562;0;0;0;0;0
2024-07-01 07:50:00;24610,84442138672;0;0;0;0;0
2024-07-01 07:55:00;24801,308727264404;0;0;0;0;0
2024-07-01 08:00:00;24668,831634521484;0;0;0;0;0
2024-07-01 08:05:00;24798,92177581787;0;0;0;0;0
2024-07-01 08:10:00;24767,677688598633;0;0;0;0;0
2024-07-01 08:15:00;24776,177501678467;0;0;0;0;0
2024-07-01 08:20:00;24869,16561126709;0;0;0;0;0
2024-07-01 08:25:00;24789,2014503479;0;0;0;0;0
2024-07-01 08:30:00;24910,050201416016;0;0;0;0;0
2024-07-01 08:35:00;24881,06689453125;0;0;0;0;0
