;total_inflow;.t;.in_out_ES
2024-09-01 08:45:00;0,0033490487840026617;0,3611111111111111;0,0033490487840026617
2024-09-01 08:50:00;0,0034277404192835093;0,3645833333333333;0,0034277404192835093
2024-09-01 08:55:00;0,0035073331091552973;0,3680555555555556;0,0035073331091552973
2024-09-01 09:00:00;0,003587826155126095;0,3715277777777778;0,003587826155126095
2024-09-01 09:05:00;0,0036712565924972296;0,375;0,0036712565924972296
2024-09-01 09:10:00;0,003761177882552147;0,3784722222222222;0,003761177882552147
2024-09-01 09:15:00;0,0038521408569067717;0,3819444444444444;0,0038521408569067717
2024-09-01 09:20:00;0,003944147378206253;0,3854166666666667;0,003944147378206253
2024-09-01 09:25:00;0,004037197213619947;0,3888888888888889;0,004037197213619947
2024-09-01 09:30:00;0,004131288733333349;0,3923611111111111;0,004131288733333349
2024-09-01 09:35:00;0,004226421006023884;0,3958333333333333;0,004226421006023884
2024-09-01 09:40:00;0,004322593566030264;0,3993055555555556;0,004322593566030264
2024-09-01 09:45:00;0,004419805482029915;0,4027777777777778;0,004419805482029915
2024-09-01 09:50:00;0,0045180548913776875;0,40625;0,0045180548913776875
2024-09-01 09:55:00;0,004617340862751007;0,4097222222222222;0,004617340862751007
2024-09-01 10:00:00;0,004717662930488586;0,4131944444444444;0,004717662930488586
2024-09-01 10:05:00;0,004819019697606564;0,4166666666666667;0,004819019697606564
2024-09-01 10:10:00;0,004921409301459789;0,4201388888888889;0,004921409301459789
2024-09-01 10:15:00;0,005024831276386976;0,4236111111111111;0,005024831276386976
2024-09-01 10:20:00;0,00512928469106555;0,4270833333333333;0,00512928469106555
2024-09-01 10:25:00;0,0052347672171890736;0,4305555555555556;0,0052347672171890736
2024-09-01 10:30:00;0,00534127838909626;0,4340277777777778;0,00534127838909626
2024-09-01 10:35:00;0,0054488168098032475;0,4375;0,0054488168098032475
2024-09-01 10:40:00;0,005557204131036997;0,4409722222222222;0,005557204131036997
2024-09-01 10:45:00;0,005666570737957954;0,4444444444444444;0,005666570737957954
2024-09-01 10:50:00;0,00577695295214653;0,4479166666666667;0,00577695295214653
2024-09-01 10:55:00;0,005888348910957575;0,4513888888888889;0,005888348910957575
2024-09-01 11:00:00;0,006000757683068514;0,4548611111111111;0,006000757683068514
2024-09-01 11:05:00;0,006114176940172911;0,4583333333333333;0,006114176940172911
2024-09-01 11:10:00;0,006228606216609478;0,4618055555555556;0,006228606216609478
2024-09-01 11:15:00;0,006344042718410492;0,4652777777777778;0,006344042718410492
2024-09-01 11:20:00;0,006460485514253378;0,46875;0,006460485514253378
2024-09-01 11:25:00;0,006577933207154274;0,4722222222222222;0,006577933207154274
2024-09-01 11:30:00;0,006696383468806744;0,4756944444444444;0,006696383468806744
2024-09-01 11:35:00;0,006815834902226925;0,4791666666666667;0,006815834902226925
2024-09-01 11:40:00;0,006936285644769669;0,4826388888888889;0,006936285644769669
2024-09-01 11:45:00;0,0070577338337898254;0,4861111111111111;0,0070577338337898254
2024-09-01 11:50:00;0,0071801780723035336;0,4895833333333333;0,0071801780723035336
2024-09-01 11:55:00;0,007303616497665644;0,4930555555555556;0,007303616497665644
2024-09-01 12:00:00;0,007428047247231007;0,4965277777777778;0,007428047247231007
2024-09-01 12:05:00;0,007553467992693186;0,5;0,007553467992693186
2024-09-01 12:10:00;0,007685045246034861;0,5034722222222222;0,007685045246034861
2024-09-01 12:15:00;0,007821987383067608;0,5069444444444444;0,007821987383067608
2024-09-01 12:20:00;0,007960046641528606;0,5104166666666666;0,007960046641528606
2024-09-01 12:25:00;0,008099219761788845;0,5138888888888888;0,008099219761788845
2024-09-01 12:30:00;0,00823950581252575;0,5173611111111112;0,00823950581252575
2024-09-01 12:35:00;0,00838090293109417;0,5208333333333334;0,00838090293109417
2024-09-01 12:40:00;0,008523407392203808;0,5243055555555556;0,008523407392203808
2024-09-01 12:45:00;0,00866701826453209;0,5277777777777778;0,00866701826453209
2024-09-01 12:50:00;0,00881173275411129;0,53125;0,00881173275411129
2024-09-01 12:55:00;0,00895754899829626;0,5347222222222222;0,00895754899829626
2024-09-01 13:00:00;0,009104464203119278;0,5381944444444444;0,009104464203119278
2024-09-01 13:05:00;0,009252476505935192;0,5416666666666666;0,009252476505935192
2024-09-01 13:10:00;0,009401584044098854;0,5451388888888888;0,009401584044098854
2024-09-01 13:15:00;0,00955178402364254;0,5486111111111112;0,00955178402364254
2024-09-01 13:20:00;0,009703073650598526;0,5520833333333334;0,009703073650598526
2024-09-01 13:25:00;0,009855451993644238;0,5555555555555556;0,009855451993644238
2024-09-01 13:30:00;0,010008914396166801;0,5590277777777778;0,010008914396166801
2024-09-01 13:35:00;0,010163460858166218;0,5625;0,010163460858166218
2024-09-01 13:40:00;0,010319087654352188;0,5659722222222222;0,010319087654352188
2024-09-01 13:45:00;0,01047555822879076;0,5694444444444444;0,01047555822879076
2024-09-01 13:50:00;0,010633062571287155;0,5729166666666666;0,010633062571287155
2024-09-01 13:55:00;0,010791633278131485;0,5763888888888888;0,010791633278131485
2024-09-01 14:00:00;0,0109512684866786;0,5798611111111112;0,0109512684866786
2024-09-01 14:05:00;0,011111964471638203;0,5833333333333334;0,011111964471638203
2024-09-01 14:10:00;0,011273719370365143;0,5868055555555556;0,011273719370365143
2024-09-01 14:15:00;0,011436530388891697;0,5902777777777778;0,011436530388891697
2024-09-01 14:20:00;0,011600395664572716;0,59375;0,011600395664572716
2024-09-01 14:25:00;0,011765310540795326;0,5972222222222222;0,011765310540795326
2024-09-01 14:30:00;0,011931275017559528;0,6006944444444444;0,011931275017559528
2024-09-01 14:35:00;0,012098283506929874;0,6041666666666666;0,012098283506929874
2024-09-01 14:40:00;0,012266336008906364;0,6076388888888888;0,012266336008906364
2024-09-01 14:45:00;0,012435427866876125;0,6111111111111112;0,012435427866876125
2024-09-01 14:50:00;0,012605557218194008;0,6145833333333334;0,012605557218194008
2024-09-01 14:55:00;0,012776722200214863;0,6180555555555556;0,012776722200214863
2024-09-01 15:00:00;0,012948918156325817;0,6215277777777778;0,012948918156325817
2024-09-01 15:05:00;0,013122143223881721;0,625;0,013122143223881721
