;H2O_sew;NH4_sew;PO4_sew;COD_sol;X_TSS_sew;COD_part;FD
182,00347222222223;-36545099544,52515;-864815,8463999998;-139549,82975999996;-3105475,0847999994;-5112240,946559999;-7840734,941951997;0,0004128930279601
182,00694444444446;-54722955322,265625;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0008261345460883
182,01041666666666;-60384912300,10986;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0012393776176074
182,01388888888889;-54022504806,518555;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0016526206891264
182,01736111111111;-43869747161,865234;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0020658637606455
182,02083333333334;-34494247341,156006;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0024791068321645
182,02430555555554;-31811151695,251465;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0028923499036836
182,02777777777777;-30703297233,581543;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0033055929752027
182,03125;-30523711967,46826;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0037188360467217
182,03472222222223;-30793082141,87622;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0041320791182408
182,03819444444446;-31202340030,670166;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0045453221897599
182,04166666666666;-31658633995,056152;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0049585652612791
182,04513888888889;-32501657867,43164;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0053718083327982
182,04861111111111;-34725050354,00391;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0057850514043173
182,05208333333334;-40124872684,47876;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0061982944758364
182,05555555555554;-47811064910,88867;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0066115375473556
182,05902777777777;-58748818016,052246;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0070247806188747
182,0625;-71584910774,23096;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0074380236903938
182,06597222222223;-74000006103,51562;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0078512667619129
182,06944444444446;-104371195220,94727;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,008264509833432
182,07291666666666;-104371195220,94727;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0086777529049512
182,07638888888889;-104371195220,94727;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0090909959764703
182,07986111111111;-104371195220,94727;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0095042390479894
182,08333333333334;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0099174821195085
182,08680555555554;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0103307251910277
182,09027777777777;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0107439682625468
182,09375;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0111572113340659
182,09722222222223;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,011570454405585
182,10069444444446;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0119836974771041
182,10416666666666;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0123969405486233
182,10763888888889;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0128101836201424
182,11111111111111;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0132234266916615
182,11458333333334;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0136366697631806
182,11805555555554;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0140499128346998
182,12152777777777;-104371195220,94727;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0144631559062189
182,125;-104371195220,94727;-855496,5154559999;-138046,02863039996;-3072010,214591999;-4707587,574719999;-7007765,533631999;0,014876398977738
182,12847222222223;-104371195220,94727;-855496,5154559999;-138046,02863039996;-3072010,214591999;-4707587,574719999;-7007765,533631999;0,0152896420492571
182,13194444444446;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0158005149637169
182,13541666666666;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0163117143993905
182,13888888888889;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0168229138350641
182,14236111111111;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0173341132707377
182,14583333333334;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0178453127064113
182,14930555555554;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0183565121420849
182,15277777777777;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0188677115777585
182,15625;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0193789110134321
182,15972222222223;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0198901104491057
182,16319444444446;-104371195220,94727;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0204013098847793
182,16666666666666;-104371195220,94727;-1036906,4344319996;-167318,99282879994;-3723436,741823999;-5513728,099679998;-8082428,130431998;0,020912509320453
182,17013888888889;-104371195220,94727;-1036906,4344319996;-167318,99282879994;-3723436,741823999;-5513728,099679998;-8082428,130431998;0,0214237087561266
182,17361111111111;-104371195220,94727;-1632984,465024;-263504,3114016;-5863898,760768;-8683360,45776;-12728708,337024;0,0222277977206218
182,17708333333334;-104371195220,94727;-1637944,222464;-264304,6358976;-5881708,798848;-8709733,86336;-12767368,414464;0,0230353032803976
182,18055555555554;-104371195220,94727;-1640820,513024;-264768,7646016;-5892037,296768;-8725028,477760002;-12789788,385024002;0,0238442302879395
182,18402777777777;-104371195220,94727;-1640820,513024;-264768,7646016;-5892037,296768;-8725028,477760002;-12789788,385024002;0,0246531620222277
182,1875;-104371195220,94727;-1640820,513024;-264768,7646016;-5892037,296768;-8725028,477760002;-12789788,385024002;0,025462093756516
182,19097222222223;-90597748947,14355;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0262720220464926
182,19444444444446;-73997920417,78564;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0270819536694313
182,19791666666666;-73988176918,02979;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0278918852923701
182,20138888888889;-72585514640,8081;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0287018169153089
182,20486111111111;-70344370651,24512;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0295117485382477
182,20833333333334;-67983781242,370605;-1592038,914048;-256897,1884032;-5716867,009535999;-8264283,240959999;-11956458,594816;0,0303216801611865
182,21180555555554;-65675632667,541504;-1592038,914048;-256897,1884032;-5716867,009535999;-8264283,240959999;-11956458,594816;0,0311316117841252
182,21527777777777;-63457065582,27539;-2169681,5416320004;-350107,70330880006;-7791129,172224001;-11262829,472640002;-16294644,111744003;0,0322344329358862
182,21875;-61334857177,734375;-2179294,267392;-351658,8476928;-7825647,596543999;-11312729,18784;-16366837,169664;0,0333431077145656
182,22222222222223;-59304614639,28223;-2184868,933632;-352558,3961088;-7845665,716223999;-11341667,31264;-16408703,775744;0,0344546253887772
182,22569444444446;-57364880561,82861;-2184868,933632;-352558,3961088;-7845665,716223999;-11341667,31264;-16408703,775744;0,0355661525164815
182,22916666666666;-55509495735,16846;-2184868,933632;-352558,3961088;-7845665,716223999;-11341667,31264;-16408703,775744;0,0366776796441858
182,23263888888889;-53733624458,31299;-2188799,7880319995;-353192,6930687999;-7859781,057023997;-11362072,400639996;-16438225,100543996;0,0377911998832678
182,23611111111111;-52033682441,711426;-2188799,7880319995;-353192,6930687999;-7859781,057023997;-11362072,400639996;-16438225,100543996;0,0389047267882742
182,23958333333334;-50406327438,35449;-2188799,7880319995;-353192,6930687999;-7859781,057023997;-11362072,400639996;-16438225,100543996;0,0400182536932807
182,24305555555554;-48847753715,51514;-2188799,7880319995;-353192,6930687999;-7859781,057023997;-11362072,400639996;-16438225,100543996;0,0411317805982871
182,24652777777777;-46643034553,52783;-2188799,7880319995;-353192,6930687999;-7859781,057023997;-11362072,400639996;-16438225,100543996;0,0422453075032935
182,25;-45434274101,257324;-2142229,579776;-345677,9549183999;-7692551,672831999;-10875202,041599996;-15502587,280127997;0,0433588344082999
182,25347222222223;-44291802406,311035;-2142229,579776;-345677,9549183999;-7692551,672831999;-10875202,041599996;-15502587,280127997;0,0444723613133063
182,25694444444446;-42415493774,41406;-2519131,152384001;-406496,1632256001;-9045970,956288002;-12788573,414400002;-18230095,844352003;0,0457811479041935
182,26041666666666;-41282608509,06372;-2521953,612288001;-406951,6056192002;-9056106,153216006;-12802901,860800007;-18250521,02726401;0,0470920497564915
182,26388888888889;-40218550872,802734;-2523590,429184001;-407215,7283456001;-9061983,813888002;-12811211,294400005;-18262366,114752;0,048403804477449
182,26736111111111;-39243930530,548096;-2523590,429184001;-407215,7283456001;-9061983,813888002;-12811211,294400005;-18262366,114752;0,0497155620344543
182,27083333333334;-38356543350,21973;-2523590,429184001;-407215,7283456001;-9061983,813888002;-12811211,294400005;-18262366,114752;0,0510273195914596
182,27430555555554;-37548000240,32593;-2524744,594944001;-407401,96872960014;-9066128,318208003;-12817070,510400005;-18270718,42003201;0,0523396750818779
182,27777777777777;-36762152481,0791;-2524744,594944001;-407401,96872960014;-9066128,318208003;-12817070,510400005;-18270718,42003201;0,0536520325720736
182,28125;-36050243568,42041;-2524744,594944001;-407401,96872960014;-9066128,318208003;-12817070,510400005;-18270718,42003201;0,0549643900622692
182,28472222222223;-35431729602,81372;-2524744,594944001;-407401,96872960014;-9066128,318208003;-12817070,510400005;-18270718,42003201;0,0562767475524649
182,28819444444446;-34895703220,36743;-2524744,594944001;-407401,96872960014;-9066128,318208003;-12817070,510400005;-18270718,42003201;0,0575891050426605
182,29166666666666;-34435541725,15869;-2442415,966848001;-394117,12192320015;-8770493,699136004;-12402308,861280004;-17607099,78144001;0,0589014625328562
