#.t	H2O_sew	NH4_sew	PO4_sew	COD_sol	X_TSS_sew	COD_part	FD	Q_out
#d	g/d	g/d	g/d	g/d	g/d	g/d		m3/d
182.00347222222223	-36545099544.52515	-1624064.211905016	-262064.90692103663	-7603573.35573712	-7418655.153391499	-13336768.530436914	0.1177797384119045	36545.09954452515
182.00694444444446	-54722955322.265625	-2431888.048309046	-392418.29870441416	-11385657.680719623	-11108759.536605228	-19970594.60733356	0.144058933403641	54722.955322265625
182.01041666666666	-60384912300.10986	-2683505.5646559955	-433020.2161149447	-12563685.143616708	-12258137.480314292	-22036870.404265504	0.1580038726827181	60384.91230010986
182.01388888888889	-54022504806.518555	-2400760.1132976566	-387395.3819184855	-11239922.348620849	-10966568.474334482	-19714972.90159421	0.1679414957142908	54022.504806518555
182.01736111111111	-43869747161.865234	-1949571.551281413	-314589.9548658644	-9127539.535544798	-8905558.616339488	-16009825.42584696	0.1755479100745365	43869.747161865234
182.02083333333334	-34494247341.156006	-1532924.3096082597	-247358.24086860556	-7176872.904075034	-7002332.01733746	-12588330.277867649	0.1835913230418162	34494.247341156006
182.02430555555554	-31811151695.251465	-1413687.6252744822	-228117.77589656416	-6618628.427421439	-6457663.994840682	-11609162.060478613	0.1913736338549706	31811.151695251465
182.02777777777777	-30703297233.581543	-1364454.5859265858	-220173.3536381536	-6388128.288656288	-6232769.598179499	-11204861.759407029	0.1987824068927007	30703.297233581543
182.03125	-30523711967.46826	-1356473.7469920593	-218885.5364464459	-6350763.45182646	-6196313.4707333045	-11139323.339947842	0.2058809136491129	30523.71196746826
182.03472222222223	-30793082141.87622	-1368444.5136244183	-220817.18288030385	-6406808.40469614	-6250995.415521083	-11237626.930740217	0.2126345780438392	30793.08214187622
182.03819444444446	-31202340030.670166	-1386631.9502068916	-223751.9737833848	-6491958.675968629	-6334074.840053983	-11386981.63610493	0.2196510101501397	31202.340030670166
182.04166666666666	-31658633995.056152	-1337260.7414224949	-215785.25600226625	-6260811.653023499	-6298168.842296192	-11516778.231881514	0.2262680051430626	31658.633995056152
182.04513888888889	-32501657867.43164	-1372870.0266542677	-221531.29975557505	-6427527.852063162	-6465879.80830019	-11823453.084665945	0.2330997191354801	32501.65786743164
182.04861111111111	-34725050354.00391	-1466786.1544692905	-236685.94765299917	-6867226.086833496	-6908201.647019901	-12632279.0547547	0.240069018088965	34725.050354003906
182.05208333333334	-40124872684.47876	-1694874.5837002448	-273491.1260061759	-7935094.641869328	-7982441.990561712	-14596625.85365708	0.2466666951637989	40124.87268447876
182.05555555555554	-47811064910.88867	-1854395.675323717	-299232.0294272362	-8681943.389015585	-8733747.056081919	-15970455.936772298	0.253023481711552	47811.06491088867
182.05902777777777	-58748818016.052246	-1946797.801792608	-314142.37256198906	-9114553.3447563	-9168938.321226832	-16766243.00038151	0.2585078199019917	58748.818016052246
182.0625	-71584910774.23096	-2055237.137667225	-331640.538123575	-9622246.599078372	-9679660.89411737	-17700145.973972138	0.26278796178864	71584.91077423096
182.06597222222223	-74000006103.51562	-2075639.8774986663	-334932.7984145576	-9717768.517380122	-9775752.77532161	-17875858.774537522	0.2654268613185079	74000.00610351562
182.06944444444446	-104371195220.94727	-2332215.7055999995	-376334.80704	-10919009.8944	-10984161.7536	-20085545.203199998	0.2671601421263657	104371.19522094727
182.07291666666666	-104371195220.94727	-2332215.7055999995	-376334.80704	-10919009.8944	-10984161.7536	-20085545.203199998	0.2684667933095622	104371.19522094727
182.07638888888889	-104371195220.94727	-2332215.7055999995	-376334.80704	-10919009.8944	-10984161.7536	-20085545.203199998	0.2695042152959234	104371.19522094727
182.07986111111111	-104371195220.94727	-2332215.7055999995	-376334.80704	-10919009.8944	-10984161.7536	-20085545.203199998	0.2703389164560746	104371.19522094727
182.08333333333334	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2711193617873077	104371.19522094727
182.08680555555554	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2718762893174434	104371.19522094727
182.09027777777777	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.272609324426281	104371.19522094727
182.09375	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2733404289405257	104371.19522094727
182.09722222222223	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2740400169066294	104371.19522094727
182.10069444444446	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.274704927455641	104371.19522094727
182.10416666666666	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2752686625911158	104371.19522094727
182.10763888888889	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2756321392813659	104371.19522094727
182.11111111111111	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2757304663632953	104371.19522094727
182.11458333333334	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.275483790772324	104371.19522094727
182.11805555555554	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2748250747889513	104371.19522094727
182.12152777777777	-104371195220.94727	-2147437.6704	-346518.35136	-10053912.7296	-10118294.3232	-18506592.9216	0.2736503799258596	104371.19522094727
182.125	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2715278145050837	104371.19522094727
182.12847222222223	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.268856782540655	104371.19522094727
182.13194444444446	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2656470740093949	104371.19522094727
182.13541666666666	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2619445092302139	104371.19522094727
182.13888888888889	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2578094034821372	104371.19522094727
182.14236111111111	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2533188433293669	104371.19522094727
182.14583333333334	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2485529302824747	104371.19522094727
182.14930555555554	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2435919597869108	104371.19522094727
182.15277777777777	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2385106187587484	104371.19522094727
182.15625	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2333720450644632	104371.19522094727
182.15972222222223	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2282254292790094	104371.19522094727
182.16319444444446	-104371195220.94727	-2133518.7456	-344272.34303999995	-9988746.854399998	-9535677.1776	-16927228.6272	0.2231019685145161	104371.19522094727
182.16666666666666	-104371195220.94727	-2133518.7456	-344272.34303999995	-10196845.747199995	-9433143.0144	-16429710.643199995	0.2180265782907038	104371.19522094727
182.17013888888889	-104371195220.94727	-2133518.7456	-344272.34303999995	-10196845.747199995	-9433143.0144	-16429710.643199995	0.2130169664146247	104371.19522094727
182.17361111111111	-104371195220.94727	-2133518.7456	-344272.34303999995	-10196845.747199995	-9433143.0144	-16429710.643199995	0.2080883408084335	104371.19522094727
182.17708333333334	-104371195220.94727	-2137927.3850879995	-344983.7371391999	-10217916.205056	-9472127.745024	-16518680.828927996	0.2032588424763368	104371.19522094727
182.18055555555554	-104371195220.94727	-2142336.0245759995	-345695.13123839995	-10238986.662911998	-9511112.475648	-16607651.014655994	0.1985481535449509	104371.19522094727
182.18402777777777	-104371195220.94727	-2146744.6640639994	-346406.5253376	-10260057.120768	-9550097.206272	-16696621.200383997	0.1927630570245473	104371.19522094727
182.1875	-104371195220.94727	-2151153.3035519994	-347117.91943679994	-10281127.578624	-9589081.936896	-16785591.386111997	0.1867457643768504	104371.19522094727
182.19097222222223	-90597748947.14355	-1871101.022145415	-301927.6649371011	-8942658.010196885	-8357489.071955923	-14647692.917048154	0.1824553705638119	90597.74894714355
182.19444444444446	-73997920417.78564	-1531393.085160414	-247111.1569236123	-7319072.822731638	-6853822.818124483	-12026939.368329093	0.1783168106358126	73997.92041778564
182.19791666666666	-73988176918.02979	-1534316.698163949	-247582.9217491827	-7333045.81025895	-6880556.398744264	-12088426.19210786	0.1743421746268939	73988.17691802979
182.20138888888889	-72585514640.8081	-1508295.2176903666	-243384.0010364001	-7208679.889851591	-6777227.325645797	-11921129.260862898	0.1704397458459838	72585.5146408081
182.20486111111111	-70344370651.24512	-1464696.6287953765	-236348.7741919812	-7000306.709782448	-6594249.52933159	-11613018.316360412	0.1666515980269575	70344.37065124512
182.20833333333334	-67983781242.370605	-1447966.80481127	-233649.1889581822	-6986641.312825437	-6398355.200601752	-11073740.608084925	0.1630250182798056	67983.7812423706
182.21180555555554	-65675632667.541504	-1401638.167531181	-226173.4315788951	-6763099.191478143	-6205652.935007826	-10753349.733445428	0.159571279633009	65675.6326675415
182.21527777777777	-63457065582.27539	-1357026.1262126262	-218974.67036612832	-6547839.884503689	-6019724.155118643	-10443795.29225977	0.1563093931646764	63457.06558227539
182.21875	-61334857177.734375	-1314287.625489932	-212078.2304767845	-6341620.671601004	-5841315.27362791	-10146426.87415659	0.153253517945248	61334.857177734375
182.22222222222223	-59304614639.28223	-1273340.648661998	-205470.8773977315	-6144045.810774938	-5670113.547027448	-9860757.452509431	0.1503843122952115	59304.61463928223
182.22569444444446	-57364880561.82861	-1234165.8292188598	-199149.4860784978	-5955021.8559201285	-5506082.549648972	-9586777.656143224	0.1476987360401043	57364.88056182861
182.22916666666666	-55509495735.16846	-1196642.0531591729	-193094.51312341195	-5773964.415127493	-5348730.015847732	-9323682.37837374	0.1451930280649073	55509.49573516846
182.23263888888889	-53733624458.31299	-1160675.8864400887	-187290.8816755597	-5600422.656139259	-5197683.188489172	-9070870.284768596	0.142867891429954	53733.62445831299
182.23611111111111	-52033682441.711426	-1126199.8024030898	-181727.69538777127	-5434070.753431979	-5052682.064313142	-8827933.30002334	0.1407182355640475	52033.682441711426
182.23958333333334	-50406327438.35449	-1093151.3855892916	-176394.88267463565	-5274607.543731633	-4913487.029547693	-8594496.239178848	0.1387382221752553	50406.32743835449
182.24305555555554	-48847753715.51514	-1061457.2749201092	-171280.60572574488	-5121679.049626111	-4779806.79206	-8370090.86096689	0.1369281632288381	48847.75371551514
182.24652777777777	-46643034553.52783	-1015560.1708299404	-163874.4821111949	-4900219.135966545	-4581494.670863426	-8031783.063071598	0.1352358972729573	46643.03455352783
182.25	-45434274101.257324	-1021543.79443108	-164840.0213741061	-4545915.859286463	-4431042.416320318	-7961410.764120148	0.1337759757313045	45434.274101257324
182.25347222222223	-44291802406.311035	-997824.8268256448	-161012.64251050176	-4440365.385981987	-4335985.403058714	-7798647.599006403	0.1324793268620593	44291.802406311035
182.25694444444446	-42415493774.41406	-957439.4527613516	-154495.91169558172	-4260648.653872297	-4167973.204315338	-7504123.001658193	0.1313624428514465	42415.49377441406
182.26041666666666	-41282608509.06372	-933701.5976082594	-150665.48506860549	-4155014.130130724	-4071902.19270967	-7338581.714315781	0.13045565719632	41282.60850906372
182.26388888888889	-40218550872.802734	-911422.8086141216	-147070.49866273327	-4055872.5164610418	-3981808.3094118377	-7183418.918479761	0.1296997301511099	40218.550872802734
182.26736111111111	-39243930530.548096	-891080.2079745677	-143787.9426504416	-3965347.0281064473	-3899815.809454777	-7042507.44882748	0.1290899030068621	39243.930530548096
182.27083333333334	-38356543350.21973	-872635.5459925984	-140811.64492153292	-3883267.4521938856	-3825803.852641686	-6915676.427430184	0.1286180404867737	38356.54335021973
182.27430555555554	-37548000240.32593	-855909.3701296386	-138112.64836182803	-3808835.216850525	-3759029.9189038393	-6801628.544390361	0.1282756091303869	37548.00024032593
182.27777777777777	-36762152481.0791	-839629.5921471793	-135485.68418738575	-3736389.472165306	-3693938.62021375	-6690343.677502077	0.1280589014256114	36762.1524810791
182.28125	-36050243568.42041	-824972.0414521305	-133120.4885070483	-3671162.711916592	-3635723.757655354	-6591249.668066258	0.127964984152326	36050.24356842041
182.28472222222223	-35431729602.81372	-812392.5381264173	-131090.6141067628	-3615183.355982905	-3586436.0575658022	-6508106.599609235	0.1279855436084155	35431.72960281372
182.28819444444446	-34895703220.36743	-801653.1210223739	-129357.6627104285	-3567392.466547809	-3545071.660542842	-6439139.856068194	0.1281134648433624	34895.70322036743
182.29166666666666	-34435541725.15869	-753373.948747869	-121567.15991158797	-3674124.844745763	-3511045.9678567224	-6236364.512800553	0.1283428546195033	34435.54172515869
182.29513888888889	-34046430015.563965	-746299.1837390913	-120425.55010335337	-3639621.966151818	-3483951.0581573583	-6194387.67091304	0.1286686267100267	34046.430015563965
182.29861111111111	-33722767639.160156	-740628.9505599184	-119510.58065853232	-3611968.84032536	-3463290.139304717	-6163722.045495344	0.1290849388057534	33722.767639160156
