#.t	H2O_sew	NH4_sew	PO4_sew	COD_sol	X_TSS_sew	COD_part	FD	Q_out
#d	g/d	g/d	g/d	g/d	g/d	g/d		m3/d
104.00347222222223	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0004128930279601	0.0
104.00694444444444	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0008261345460883	0.0
104.01041666666667	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0012393776176074	0.0
104.01388888888889	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0016526206891264	0.0
104.01736111111111	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0020658637606455	0.0
104.02083333333333	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0024791068321645	0.0
104.02430555555556	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0028923499036836	0.0
104.02777777777777	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0033055929752027	0.0
104.03125	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0037188360467217	0.0
104.03472222222223	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0041320791182408	0.0
104.03819444444444	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0045453221897599	0.0
104.04166666666667	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0049585652612791	0.0
104.04513888888889	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0053718083327982	0.0
104.04861111111111	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0057850514043173	0.0
104.05208333333333	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0061982944758364	0.0
104.05555555555556	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0066115375473556	0.0
104.05902777777777	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0070247806188747	0.0
104.0625	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0074380236903938	0.0
104.06597222222223	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0078512667619129	0.0
104.06944444444444	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.008264509833432	0.0
104.07291666666667	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0086777529049512	0.0
104.07638888888889	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0090909959764703	0.0
104.07986111111111	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0095042390479894	0.0
104.08333333333333	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0099174821195085	0.0
104.08680555555556	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0103307251910277	0.0
104.09027777777777	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0107439682625468	0.0
104.09375	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0111572113340659	0.0
104.09722222222223	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.011570454405585	0.0
104.10069444444444	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0119836974771041	0.0
104.10416666666667	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0123969405486233	0.0
104.10763888888889	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0128101836201424	0.0
104.11111111111111	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0132234266916615	0.0
104.11458333333333	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0136366697631806	0.0
104.11805555555556	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0140499128346998	0.0
104.12152777777777	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0144631559062189	0.0
104.125	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.014876398977738	0.0
104.12847222222223	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0152896420492571	0.0
104.13194444444444	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0158005149637169	0.0
104.13541666666667	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0163117143993905	0.0
104.13888888888889	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0168229138350641	0.0
104.14236111111111	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0173341132707377	0.0
104.14583333333333	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0178453127064113	0.0
104.14930555555556	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0183565121420849	0.0
104.15277777777777	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0188677115777585	0.0
