;H2O_sew;NH4_sew;PO4_sew;COD_sol;X_TSS_sew;COD_part;FD
2023-07-01 00:05:00;-0,0;-864815,8463999998;-139549,82975999996;-3105475,0847999994;-5112240,946559999;-7840734,941951997;0,0004128930279601
2023-07-01 00:10:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,000793992670912
2023-07-01 00:15:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0005965401140807
2023-07-01 00:20:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0007044353714246
2023-07-01 00:25:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0006435857840928
2023-07-01 00:30:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0006791618222899
2023-07-01 00:35:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0006584895789285
2023-07-01 00:40:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0006699592107434
2023-07-01 00:45:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0006653579049701
2023-07-01 00:50:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0006607565991969
2023-07-01 00:55:00;-0,0;-864137,8943999998;-139440,43295999995;-3103040,620799999;-5108233,325759999;-7834588,382591997;0,0006641907622177
2023-07-01 01:00:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006676249252385
2023-07-01 01:05:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006630236194652
2023-07-01 01:10:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006664577824861
2023-07-01 01:15:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006618564767128
2023-07-01 01:20:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006652906397336
2023-07-01 01:25:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006606893339603
2023-07-01 01:30:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006641234969812
2023-07-01 01:35:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,000667557660002
2023-07-01 01:40:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006629563542287
2023-07-01 01:45:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006663905172495
2023-07-01 01:50:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006617892114763
2023-07-01 01:55:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-5008071,887999998;-7651155,475007999;0,0006652233744971
2023-07-01 02:00:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006686575375179
2023-07-01 02:05:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006640562317447
2023-07-01 02:10:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006674903947655
2023-07-01 02:15:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006628890889922
2023-07-01 02:20:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,000666323252013
2023-07-01 02:25:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006617219462398
2023-07-01 02:30:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006651561092606
2023-07-01 02:35:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006685902722814
2023-07-01 02:40:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006639889665081
2023-07-01 02:45:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,000667423129529
2023-07-01 02:50:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006628218237557
2023-07-01 02:55:00;-0,0;-846855,1365119998;-136651,62430079994;-3040979,8083839994;-4857829,731359999;-7360490,910527998;0,0006662559867765
2023-07-01 03:00:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-4707587,574719999;-7007765,533631999;0,0006616546810033
2023-07-01 03:05:00;-0,0;-855496,5154559999;-138046,02863039996;-3072010,214591999;-4707587,574719999;-7007765,533631999;0,0006650888440241
2023-07-01 03:10:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0007018690996329
2023-07-01 03:15:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0006746921261028
2023-07-01 03:20:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0006957279653373
2023-07-01 03:25:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0006846219293954
2023-07-01 03:30:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0006895868310417
2023-07-01 03:35:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0006865162638939
2023-07-01 03:40:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0006914811655402
2023-07-01 03:45:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0006884105983925
2023-07-01 03:50:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,0006853400312447
2023-07-01 03:55:00;-0,0;-1058285,9485439998;-170768,86896959995;-3800208,6334079984;-5823488,105279998;-8668907,074367998;0,000690304932891
2023-07-01 04:00:00;-0,0;-1036906,4344319996;-167318,99282879994;-3723436,741823999;-5513728,099679998;-8082428,130431998;0,0006872343657432
2023-07-01 04:05:00;-0,0;-1036906,4344319996;-167318,99282879994;-3723436,741823999;-5513728,099679998;-8082428,130431998;0,0006921992673895
2023-07-01 04:10:00;-0,0;-1632984,465024;-263504,3114016;-5863898,760768;-8683360,45776;-12728708,337024;0,0006043511957417
2023-07-01 04:15:00;-0,0;-1637944,222464;-264304,6358976;-5881708,798848;-8709733,86336;-12767368,414464;0,0007770547207848
2023-07-01 04:20:00;-0,0;-1640820,513024;-264768,7646016;-5892037,296768;-8725028,477760002;-12789788,385024002;0,0004208387531843
2023-07-01 04:25:00;-0,0;-1640820,513024;-264768,7646016;-5892037,296768;-8725028,477760002;-12789788,385024002;0,0011494157995315
2023-07-01 04:30:00;-57283198928,83301;-1640820,513024;-264768,7646016;-5892037,296768;-8725028,477760002;-12789788,385024002;0,000757044949104
2023-07-01 04:35:00;-0,0;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0004701317486883
2023-07-01 04:40:00;-0,0;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0010470347765987
2023-07-01 04:45:00;-57283198928,83301;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0006556638148221
2023-07-01 04:50:00;-0,0;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0006821372303378
2023-07-01 04:55:00;-0,0;-1642848,6666239998;-265096,0348416;-5899320,211967999;-8735813,141760001;-12805597,338624;0,0006162027547216
2023-07-01 05:00:00;-0,0;-1592038,914048;-256897,1884032;-5716867,009535999;-8264283,240959999;-11956458,594816;0,0007511549989574
2023-07-01 05:05:00;-0,0;-1592038,914048;-256897,1884032;-5716867,009535999;-8264283,240959999;-11956458,594816;0,000476298334695
2023-07-01 05:10:00;-0,0;-2169681,5416320004;-350107,70330880006;-7791129,172224001;-11262829,472640002;-16294644,111744003;0,0006309341687539
