#.t	.in_39
#d	mm
82.2083333	0.0643500
82.2500000	0.5973800
82.2916667	0.0039100
82.3333333	0.4843500
82.3750000	0.2313000
82.4166667	0.1974100
82.4583333	0.5082700
82.5000000	0.4586900
82.5416667	0.7130300
82.5833333	0.4360800
82.6250000	1.1995800
82.6666667	1.0360800
82.7083333	0.6830100
82.7500000	0.0460900
82.7916667	0.0000000
82.8333333	0.0000000
82.8750000	0.0256600
82.9166667	0.0000000
82.9583333	0.0000000
83.0000000	0.4508700
83.0416667	0.2087000
83.0833333	0.6434800
83.1250000	0.4408800
83.1666667	0.0243500
83.2083333	0.4934800
83.2500000	0.0073900
83.2916667	0.0000000
83.3333333	0.0000000
83.3750000	0.0000000
83.4166667	0.0047800
83.4583333	0.0000000
83.5000000	0.0000000
83.5416667	0.0000000
83.5833333	0.1652200
83.6250000	0.0000000
83.6666667	0.0021700
83.7083333	0.0160900
83.7500000	0.0321800
83.7916667	0.0000000
83.8333333	0.0000000
83.8750000	0.0000000
83.9166667	0.0000000
83.9583333	0.0000000
84.0000000	0.0000000
84.0416667	0.0000000
84.0833333	0.0000000
84.1250000	0.0000000
84.1666667	0.0000000
84.2083333	0.0000000
84.2500000	0.0000000
84.2916667	0.0000000
84.3333333	0.0000000
84.3750000	0.0000000
84.4166667	0.0000000
84.4583333	0.0000000
84.5000000	0.0000000
84.5416667	0.0000000
84.5833333	0.0000000
84.6250000	0.0000000
84.6666667	0.0000000
84.7083333	0.0000000
84.7500000	0.0000000
84.7916667	0.0000000
84.8333333	0.0000000
84.8750000	0.0000000
84.9166667	0.0000000
84.9583333	0.0000000
85.0000000	0.0000000
85.0416667	0.0000000
85.0833333	0.0000000
85.1250000	0.0000000
85.1666667	0.0000000
85.2083333	0.0000000
85.2500000	0.0000000
85.2916667	0.0000000
85.3333333	0.0000000
85.3750000	0.0000000
85.4166667	0.0000000
85.4583333	0.0000000
85.5000000	0.0000000
85.5416667	0.0000000
85.5833333	0.0000000
85.6250000	0.0000000
85.6666667	0.0000000
85.7083333	0.0000000
85.7500000	0.0047800
85.7916667	0.0921600
85.8333333	0.0508600
85.8750000	0.0000000
85.9166667	0.0069400
85.9583333	0.0000000
86.0000000	0.0000000
86.0416667	0.0000000
86.0833333	0.0000000
86.1250000	0.0000000
86.1666667	0.0004300
86.2083333	0.0000000
86.2500000	0.0000000
86.2916667	0.0000000
86.3333333	0.0000000
86.3750000	0.0000000
86.4166667	0.0000000
86.4583333	0.0000000
86.5000000	0.0000000
86.5416667	0.0000000
86.5833333	0.0000000
86.6250000	0.0000000
86.6666667	0.0000000
86.7083333	0.0000000
86.7500000	0.0000000
86.7916667	0.0000000
86.8333333	0.0000000
86.8750000	0.0000000
86.9166667	0.0000000
86.9583333	0.0000000
87.0000000	0.0000000
87.0416667	0.0000000
87.0833333	0.0000000
87.1250000	0.0000000
87.1666667	0.0000000
87.2083333	0.0000000
87.2500000	0.2830400
87.2916667	1.8126000
87.3333333	0.8299900
87.3750000	0.7643400
87.4166667	0.0000000
87.4583333	0.0000000
87.5000000	0.0000000
87.5416667	0.0000000
87.5833333	0.0043500
87.6250000	0.0208700
87.6666667	0.0000000
87.7083333	0.0000000
87.7500000	0.0000000
87.7916667	0.0000000
87.8333333	0.0000000
87.8750000	0.0000000
87.9166667	0.0000000
87.9583333	0.0000000
88.0000000	0.0000000
88.0416667	0.0000000
88.0833333	0.0000000
88.1250000	0.2126000
88.1666667	0.4343500
88.2083333	0.0000000
88.2500000	0.0000000
88.2916667	0.0000000
88.3333333	0.0000000
88.3750000	0.0000000
88.4166667	0.0000000
88.4583333	0.0000000
88.5000000	0.0000000
88.5416667	0.0000000
88.5833333	0.0000000
88.6250000	0.0000000
88.6666667	0.0000000
88.7083333	0.0000000
88.7500000	0.0000000
88.7916667	0.0000000
88.8333333	0.0021700
88.8750000	0.0552100
88.9166667	0.1152300
88.9583333	0.0000000
89.0000000	0.0000000
89.0416667	0.2730500
89.0833333	0.9234800
89.1250000	0.0399900
89.1666667	0.0000000
89.2083333	0.0156600
89.2500000	0.0008700
89.2916667	0.0087000
89.3333333	0.0000000
89.3750000	0.0000000
89.4166667	0.0000000
89.4583333	0.0000000
89.5000000	0.0000000
89.5416667	0.0000000
89.5833333	0.0000000
89.6250000	0.0226100
89.6666667	0.0000000
89.7083333	0.0000000
89.7500000	0.0000000
89.7916667	0.0000000
89.8333333	0.0000000
89.8750000	0.0000000
89.9166667	0.0000000
89.9583333	0.0000000
90.0000000	0.0000000
90.0416667	0.0000000
90.0833333	0.0000000
90.1250000	0.0065200
90.1666667	1.0352300
90.2083333	0.4365200
90.2500000	0.0000000
90.2916667	0.0000000
90.3333333	0.0000000
90.3750000	0.0000000
90.4166667	0.0000000
90.4583333	0.0443400
90.5000000	0.1630500
90.5416667	0.2621700
90.5833333	0.4456600
90.6250000	2.4226000
90.6666667	0.4152200
90.7083333	0.0000000
90.7500000	0.0000000
90.7916667	0.0000000
90.8333333	0.0000000
90.8750000	0.0000000
90.9166667	0.0000000
90.9583333	0.0000000
91.0000000	0.0000000
91.0416667	0.0000000
91.0833333	0.0000000
91.1250000	0.0000000
91.1666667	0.0000000
91.2083333	0.0000000
91.2500000	0.0000000
91.2916667	0.0000000
91.3333333	0.0000000
91.3750000	0.0000000
91.4166667	0.0000000
91.4583333	0.0000000
91.5000000	0.0000000
91.5416667	0.0000000
91.5833333	0.0000000
91.6250000	0.0000000
91.6666667	0.0000000
91.7083333	0.0000000
91.7500000	0.0000000
91.7916667	0.0000000
91.8333333	0.0000000
91.8750000	0.0000000
91.9166667	0.0000000
91.9583333	0.0000000
92.0000000	0.0000000
92.0416667	0.0000000
92.0833333	0.0000000
92.1250000	0.0000000
92.1666667	0.0000000
92.2083333	0.0000000
92.2500000	0.0000000
92.2916667	0.0000000
92.3333333	0.0000000
92.3750000	0.0204300
92.4166667	0.6869500
92.4583333	0.3947800
92.5000000	0.1008700
92.5416667	0.5626100
92.5833333	0.2730400
92.6250000	0.0004300
92.6666667	0.0000000
92.7083333	0.0000000
92.7500000	0.0000000
92.7916667	0.0000000
92.8333333	0.0000000
92.8750000	0.0900000
92.9166667	0.4465200
92.9583333	1.3687100
93.0000000	0.0460800
93.0416667	0.2247700
93.0833333	0.4086900
93.1250000	0.2852100
93.1666667	0.0691300
93.2083333	0.3878100
93.2500000	0.0134800
93.2916667	0.0000000
93.3333333	0.0000000
93.3750000	0.0000000
93.4166667	0.0000000
93.4583333	0.0000000
93.5000000	0.0000000
93.5416667	0.1147800
93.5833333	0.6191200
93.6250000	0.0852200
93.6666667	0.0000000
93.7083333	0.0000000
93.7500000	0.0000000
93.7916667	0.0000000
93.8333333	0.0000000
93.8750000	0.0000000
93.9166667	0.0000000
93.9583333	0.0000000
94.0000000	0.0008700
94.0416667	0.0365200
94.0833333	1.2069400
94.1250000	1.3200000
94.1666667	1.0304300
94.2083333	0.5639200
94.2500000	1.4652400
94.2916667	0.4039200
94.3333333	0.1743600
94.3750000	0.0313000
94.4166667	0.0000000
94.4583333	0.0991300
94.5000000	1.2226100
94.5416667	0.3334700
94.5833333	0.4669700
94.6250000	0.0708700
94.6666667	0.0060800
94.7083333	0.0000000
94.7500000	0.0000000
94.7916667	0.0000000
94.8333333	0.0000000
94.8750000	0.0000000
94.9166667	0.0517400
94.9583333	0.1556300
95.0000000	0.0000000
95.0416667	0.0004300
95.0833333	0.0008700
95.1250000	0.3734800
95.1666667	0.2600000
95.2083333	0.0678300
95.2500000	0.0000000
95.2916667	0.0873900
95.3333333	0.0843400
95.3750000	0.1739000
95.4166667	0.0408700
95.4583333	0.1247800
95.5000000	0.0000000
95.5416667	0.0000000
95.5833333	0.0000000
95.6250000	0.0000000
95.6666667	0.0000000
95.7083333	0.0000000
95.7500000	0.0000000
95.7916667	0.0000000
95.8333333	0.0439100
95.8750000	0.0000000
95.9166667	0.0000000
95.9583333	0.0360900
96.0000000	0.0000000
96.0416667	0.0000000
96.0833333	0.0000000
96.1250000	0.0000000
96.1666667	0.0000000
96.2083333	0.0000000
96.2500000	0.0000000
96.2916667	0.0000000
96.3333333	0.0000000
96.3750000	0.0000000
96.4166667	0.0000000
96.4583333	0.0000000
96.5000000	0.0000000
96.5416667	0.0000000
96.5833333	0.0000000
96.6250000	0.0000000
96.6666667	0.0000000
96.7083333	0.0000000
96.7500000	0.0000000
96.7916667	0.0000000
96.8333333	0.0000000
96.8750000	0.0000000
96.9166667	0.0000000
96.9583333	0.0017400
97.0000000	0.0186900
97.0416667	0.0008700
97.0833333	0.1395800
97.1250000	0.0165100
97.1666667	0.0304200
97.2083333	0.0000000
97.2500000	0.0000000
97.2916667	0.0000000
97.3333333	0.0000000
97.3750000	0.0000000
97.4166667	0.0000000
97.4583333	0.0000000
97.5000000	0.0000000
97.5416667	0.0000000
97.5833333	0.0000000
97.6250000	0.0000000
97.6666667	0.0312900
97.7083333	0.0334800
97.7500000	0.0017300
97.7916667	0.2634800
97.8333333	0.2652200
97.8750000	0.4391200
97.9166667	0.2060800
97.9583333	0.0369600
98.0000000	0.0143400
98.0416667	0.1169500
98.0833333	0.2917500
98.1250000	0.0000000
98.1666667	0.0000000
98.2083333	0.0000000
98.2500000	0.0000000
98.2916667	0.0000000
98.3333333	0.0000000
98.3750000	0.0000000
98.4166667	0.0000000
98.4583333	0.0000000
98.5000000	0.0000000
98.5416667	0.0000000
98.5833333	0.0000000
98.6250000	0.0000000
98.6666667	0.0000000
98.7083333	0.0000000
98.7500000	0.0000000
98.7916667	0.0000000
98.8333333	0.0000000
98.8750000	0.0000000
98.9166667	0.7752100
98.9583333	0.6995700
99.0000000	1.2556600
99.0416667	1.0004400
99.0833333	0.1917300
99.1250000	0.0000000
99.1666667	0.0000000
99.2083333	0.0000000
99.2500000	0.0000000
99.2916667	0.0000000
99.3333333	0.0000000
99.3750000	0.0000000
99.4166667	0.0000000
99.4583333	0.0000000
99.5000000	0.0000000
99.5416667	0.0000000
99.5833333	0.0639300
99.6250000	0.8421700
99.6666667	0.3039100
99.7083333	0.2456400
99.7500000	0.0100000
99.7916667	0.0000000
99.8333333	0.0000000
99.8750000	0.0000000
99.9166667	0.0000000
99.9583333	0.0000000
100.0000000	0.0221700
100.0416667	0.1104300
100.0833333	0.0082600
100.1250000	0.1539100
100.1666667	0.0000000
100.2083333	0.0000000
100.2500000	0.0000000
100.2916667	0.0000000
100.3333333	0.0000000
100.3750000	0.0000000
100.4166667	0.0000000
100.4583333	0.0000000
100.5000000	0.0000000
100.5416667	0.0000000
100.5833333	0.0000000
100.6250000	0.0000000
100.6666667	0.0000000
100.7083333	0.0000000
100.7500000	0.0000000
100.7916667	0.0000000
100.8333333	0.0000000
100.8750000	0.0000000
100.9166667	0.0000000
100.9583333	0.0000000
101.0000000	0.0000000
101.0416667	0.0000000
101.0833333	0.0000000
101.1250000	0.0000000
101.1666667	0.0000000
101.2083333	0.0065200
101.2500000	0.0286900
101.2916667	0.2639000
101.3333333	0.0147800
101.3750000	0.0000000
101.4166667	0.0000000
101.4583333	0.0000000
101.5000000	0.0000000
101.5416667	0.0000000
101.5833333	0.0000000
101.6250000	0.0000000
101.6666667	0.0000000
101.7083333	0.0000000
101.7500000	0.0000000
101.7916667	0.0000000
101.8333333	0.0000000
101.8750000	0.0000000
101.9166667	0.0000000
101.9583333	0.0000000
102.0000000	0.0000000
102.0416667	0.0000000
102.0833333	0.0000000
102.1250000	0.0000000
102.1666667	0.0000000
102.2083333	0.0000000
102.2500000	0.0000000
102.2916667	0.0000000
102.3333333	0.0000000
102.3750000	0.0000000
102.4166667	0.0000000
102.4583333	0.0000000
102.5000000	0.0000000
102.5416667	0.0000000
102.5833333	0.0000000
102.6250000	0.0000000
102.6666667	0.0000000
102.7083333	0.0000000
102.7500000	0.0000000
102.7916667	0.0000000
102.8333333	0.0000000
102.8750000	0.0000000
102.9166667	0.0000000
102.9583333	0.0000000
103.0000000	0.0000000
103.0416667	0.0000000
103.0833333	0.0000000
103.1250000	0.0000000
103.1666667	0.0000000
103.2083333	0.0000000
103.2500000	0.0000000
103.2916667	0.0000000
103.3333333	0.0000000
103.3750000	0.0000000
103.4166667	0.0000000
103.4583333	0.0000000
103.5000000	0.0000000
103.5416667	0.0000000
103.5833333	0.0000000
103.6250000	0.0000000
103.6666667	0.0000000
103.7083333	0.0000000
103.7500000	0.0000000
103.7916667	0.0000000
103.8333333	0.0000000
103.8750000	0.0000000
103.9166667	0.0000000
103.9583333	0.0000000
104.0000000	0.0000000
104.0416667	0.0000000
104.0833333	0.0000000
104.1250000	0.0000000
104.1666667	0.0000000
104.2083333	0.0000000
104.2500000	0.0000000
104.2916667	0.0000000
104.3333333	0.0000000
104.3750000	0.0000000
104.4166667	0.0000000
104.4583333	0.0000000
104.5000000	0.0000000
104.5416667	0.0000000
104.5833333	0.0000000
104.6250000	0.0000000
104.6666667	0.0000000
104.7083333	0.0000000
104.7500000	0.0000000
104.7916667	0.0265200
104.8333333	0.1639200
104.8750000	0.1208700
104.9166667	0.0152100
104.9583333	0.0000000
105.0000000	0.0000000
105.0416667	0.0000000
105.0833333	0.0000000
105.1250000	0.0000000
105.1666667	0.0000000
105.2083333	0.0000000
105.2500000	0.0000000
105.2916667	0.0000000
105.3333333	0.0000000
105.3750000	0.0069600
105.4166667	0.2913200
105.4583333	0.1917400
105.5000000	2.5152100
105.5416667	3.7947900
105.5833333	0.1721800
105.6250000	0.0095600
105.6666667	0.1943500
105.7083333	0.8969600
105.7500000	0.7613100
105.7916667	0.0239100
105.8333333	0.0000000
105.8750000	0.0000000
105.9166667	0.0000000
105.9583333	0.0000000
106.0000000	0.3930500
106.0416667	1.0847700
106.0833333	0.1213000
106.1250000	0.0413000
106.1666667	2.0869400
106.2083333	2.8478100
106.2500000	0.5678300
106.2916667	0.4804400
106.3333333	1.1465200
106.3750000	0.0426100
106.4166667	0.2726100
106.4583333	0.9039400
106.5000000	1.4625900
106.5416667	0.0100000
106.5833333	0.5374000
106.6250000	1.2530500
106.6666667	2.6026000
106.7083333	0.0273800
106.7500000	0.0000000
106.7916667	0.0000000
106.8333333	0.0000000
106.8750000	0.0000000
106.9166667	0.0000000
106.9583333	0.0000000
107.0000000	0.0000000
107.0416667	0.0439100
107.0833333	1.1252100
107.1250000	0.6860800
107.1666667	0.3800000
107.2083333	0.0000000
107.2500000	0.0000000
107.2916667	0.0000000
107.3333333	1.1091300
107.3750000	0.0139100
107.4166667	0.0000000
107.4583333	0.1300000
107.5000000	0.8704500
107.5416667	0.3491300
107.5833333	0.0086900
107.6250000	2.1995800
107.6666667	0.0000000
107.7083333	0.0000000
107.7500000	0.0008700
107.7916667	0.0000000
107.8333333	0.0000000
107.8750000	0.0000000
107.9166667	0.0000000
107.9583333	0.0000000
108.0000000	0.0000000
108.0416667	0.0000000
108.0833333	0.0000000
108.1250000	0.0000000
108.1666667	0.0000000
108.2083333	0.0000000
108.2500000	0.0000000
108.2916667	0.0000000
108.3333333	0.0000000
108.3750000	0.0000000
108.4166667	0.0000000
108.4583333	0.0000000
108.5000000	0.0000000
108.5416667	0.0000000
108.5833333	0.0000000
108.6250000	0.0000000
108.6666667	0.0000000
108.7083333	0.0000000
108.7500000	0.0000000
108.7916667	0.0000000
108.8333333	0.0000000
108.8750000	0.0000000
108.9166667	0.7430400
108.9583333	0.6408500
109.0000000	0.3700000
109.0416667	1.2160900
109.0833333	0.9787000
109.1250000	1.8404200
109.1666667	0.0478300
109.2083333	0.0660900
109.2500000	0.1156500
109.2916667	0.0917500
109.3333333	0.5752100
109.3750000	1.4430500
109.4166667	0.1395700
109.4583333	0.0304300
109.5000000	0.0330400
109.5416667	0.1313100
109.5833333	0.3043400
109.6250000	0.0000000
109.6666667	0.4265400
109.7083333	0.0091300
109.7500000	0.0000000
109.7916667	0.0891200
109.8333333	0.1082700
109.8750000	0.4504300
109.9166667	0.0000000
109.9583333	0.0000000
110.0000000	0.0017400
110.0416667	0.0000000
110.0833333	0.0000000
110.1250000	0.0000000
110.1666667	0.0000000
110.2083333	0.0186900
110.2500000	0.0000000
110.2916667	0.0000000
110.3333333	0.0313000
110.3750000	0.1021600
110.4166667	0.0026100
110.4583333	0.0300000
110.5000000	0.0000000
110.5416667	0.0000000
110.5833333	0.0817200
110.6250000	0.2852200
110.6666667	0.0200000
110.7083333	0.0000000
110.7500000	0.0000000
110.7916667	0.0000000
110.8333333	0.0000000
110.8750000	0.0000000
110.9166667	0.0000000
110.9583333	0.0000000
111.0000000	0.0000000
111.0416667	0.0060900
111.0833333	0.0034800
111.1250000	0.0091300
111.1666667	0.4360800
111.2083333	0.0000000
111.2500000	0.0000000
111.2916667	0.0000000
111.3333333	0.0000000
111.3750000	0.0000000
111.4166667	0.0000000
111.4583333	0.0000000
111.5000000	0.0000000
111.5416667	0.0000000
111.5833333	0.0000000
111.6250000	0.0886900
111.6666667	0.0034800
111.7083333	0.3669500
111.7500000	0.0056500
111.7916667	0.0000000
111.8333333	0.0000000
111.8750000	0.0000000
111.9166667	0.0000000
111.9583333	0.0000000
112.0000000	0.0000000
112.0416667	0.0000000
112.0833333	0.0000000
112.1250000	0.0000000
112.1666667	0.0000000
112.2083333	0.0000000
112.2500000	0.0000000
112.2916667	0.0000000
112.3333333	0.0000000
112.3750000	0.0000000
112.4166667	0.0000000
112.4583333	0.1613000
112.5000000	0.1891400
112.5416667	0.0095600
112.5833333	0.1674000
112.6250000	0.0039100
112.6666667	0.0000000
112.7083333	0.0000000
112.7500000	0.0000000
112.7916667	0.0000000
112.8333333	0.0000000
112.8750000	0.0000000
112.9166667	0.0000000
112.9583333	0.0000000
113.0000000	0.0000000
113.0416667	0.0000000
113.0833333	0.0000000
113.1250000	0.0000000
113.1666667	0.0000000
113.2083333	0.0000000
113.2500000	0.0000000
113.2916667	0.0000000
113.3333333	0.0000000
113.3750000	0.0000000
113.4166667	0.0000000
113.4583333	0.0000000
113.5000000	0.0000000
113.5416667	0.0000000
113.5833333	0.0000000
113.6250000	0.0000000
113.6666667	0.0000000
113.7083333	0.0304400
113.7500000	0.0156500
113.7916667	0.3978300
113.8333333	0.1943500
113.8750000	0.0086900
113.9166667	0.0000000
113.9583333	0.0000000
114.0000000	0.0926100
114.0416667	0.0612900
114.0833333	0.1139100
114.1250000	0.0000000
114.1666667	0.0000000
114.2083333	0.2234700
114.2500000	0.5547800
114.2916667	0.0000000
114.3333333	0.8856500
114.3750000	1.7712900
114.4166667	0.8856600
114.4583333	0.3678300
114.5000000	0.2252200
114.5416667	0.2491300
114.5833333	0.0169600
114.6250000	0.0056500
114.6666667	0.0034800
114.7083333	0.0000000
114.7500000	0.0000000
114.7916667	0.0000000
114.8333333	0.0000000
114.8750000	0.0000000
114.9166667	0.0000000
114.9583333	0.0252000
115.0000000	0.0782500
115.0416667	0.0000000
115.0833333	0.0026100
115.1250000	0.0104400
115.1666667	0.0000000
115.2083333	0.0000000
115.2500000	0.0008700
115.2916667	0.0000000
115.3333333	0.0000000
115.3750000	0.0000000
115.4166667	0.0000000
115.4583333	0.0000000
115.5000000	0.0000000
115.5416667	0.0000000
115.5833333	0.0086900
115.6250000	0.1539200
115.6666667	0.0134800
115.7083333	0.0017400
115.7500000	0.0000000
115.7916667	0.0000000
115.8333333	0.3126100
115.8750000	0.8399900
115.9166667	0.2565100
115.9583333	1.0130400
116.0000000	0.4260700
116.0416667	1.1321800
116.0833333	0.6456300
116.1250000	1.4830300
116.1666667	0.0517400
116.2083333	0.0000000
116.2500000	0.0000000
116.2916667	0.0000000
116.3333333	0.0000000
116.3750000	0.0000000
116.4166667	0.0000000
116.4583333	0.0000000
116.5000000	0.0000000
116.5416667	0.0160900
116.5833333	0.0482700
116.6250000	0.0000000
116.6666667	0.0000000
116.7083333	0.0000000
116.7500000	0.0282700
116.7916667	0.4034900
116.8333333	0.0078300
116.8750000	0.0000000
116.9166667	0.0017400
116.9583333	0.0000000
117.0000000	0.0000000
117.0416667	0.0000000
117.0833333	0.0000000
117.1250000	0.0000000
117.1666667	0.1069700
117.2083333	0.0317400
117.2500000	0.0386900
117.2916667	1.2099900
117.3333333	0.1174000
117.3750000	0.0000000
117.4166667	0.0000000
117.4583333	0.2147800
117.5000000	0.0000000
117.5416667	0.0000000
117.5833333	0.0000000
117.6250000	0.0000000
117.6666667	0.0004300
117.7083333	0.0000000
117.7500000	0.0000000
117.7916667	0.0000000
117.8333333	0.0000000
117.8750000	0.0191300
117.9166667	0.0356300
117.9583333	0.0578200
118.0000000	0.1978200
118.0416667	0.0147800
118.0833333	0.0000000
118.1250000	0.0000000
118.1666667	0.0000000
118.2083333	0.0000000
118.2500000	0.0000000
118.2916667	0.0000000
118.3333333	0.0000000
118.3750000	0.0052100
118.4166667	0.0000000
118.4583333	0.0000000
118.5000000	0.0000000
118.5416667	0.0000000
118.5833333	0.0000000
118.6250000	0.0000000
118.6666667	0.0000000
118.7083333	0.0000000
118.7500000	0.0000000
118.7916667	0.0000000
118.8333333	0.0000000
118.8750000	0.0000000
118.9166667	0.0000000
118.9583333	0.0004300
119.0000000	0.0004300
119.0416667	0.0000000
119.0833333	0.0000000
119.1250000	0.0000000
119.1666667	0.0000000
119.2083333	0.0000000
119.2500000	0.0000000
119.2916667	0.0000000
119.3333333	0.0000000
119.3750000	0.0000000
119.4166667	0.0000000
119.4583333	0.0004300
119.5000000	0.0000000
119.5416667	0.0000000
119.5833333	0.0000000
119.6250000	0.0000000
119.6666667	0.0000000
119.7083333	0.0000000
119.7500000	0.0000000
119.7916667	0.0000000
119.8333333	0.0000000
119.8750000	0.0000000
119.9166667	0.0000000
119.9583333	0.0095600
120.0000000	0.1052200
120.0416667	0.0530400
120.0833333	0.0839300
120.1250000	0.0156500
120.1666667	0.0926100
120.2083333	0.0000000
120.2500000	0.0000000
120.2916667	0.0000000
120.3333333	0.0000000
120.3750000	0.0000000
120.4166667	0.0000000
120.4583333	0.0000000
120.5000000	0.0000000
120.5416667	0.0000000
120.5833333	0.0043400
120.6250000	0.0000000
120.6666667	0.0000000
120.7083333	0.0000000
120.7500000	0.0000000
120.7916667	0.0000000
120.8333333	0.0000000
120.8750000	0.0000000
120.9166667	0.0000000
120.9583333	0.7974000
121.0000000	0.6478300
121.0416667	0.0000000
121.0833333	0.0000000
121.1250000	0.0000000
121.1666667	0.0000000
121.2083333	0.0000000
121.2500000	0.0000000
121.2916667	0.0000000
121.3333333	0.0000000
121.3750000	0.0000000
121.4166667	0.0000000
121.4583333	0.0000000
121.5000000	0.0000000
121.5416667	0.0000000
121.5833333	0.0000000
121.6250000	0.0000000
121.6666667	0.0000000
121.7083333	0.0000000
121.7500000	2.1652200
121.7916667	0.0017400
121.8333333	0.0000000
121.8750000	0.0126000
121.9166667	0.0000000
121.9583333	0.0000000
122.0000000	0.0000000
122.0416667	0.0000000
122.0833333	0.0000000
122.1250000	0.0000000
122.1666667	0.0000000
122.2083333	0.0000000
122.2500000	0.0000000
122.2916667	0.0000000
122.3333333	0.0000000
122.3750000	0.0000000
122.4166667	0.0000000
122.4583333	0.0000000
122.5000000	0.0000000
122.5416667	0.0017300
122.5833333	0.0030400
122.6250000	0.0017400
122.6666667	0.0000000
122.7083333	0.0113000
122.7500000	1.3782600
122.7916667	10.6526100
122.8333333	5.9308800
122.8750000	4.5982500
122.9166667	1.1430400
122.9583333	0.7304400
123.0000000	0.0108700
123.0416667	0.0926000
123.0833333	0.2313000
123.1250000	0.0073900
123.1666667	0.2887000
123.2083333	1.5239100
123.2500000	2.1165300
123.2916667	0.0952300
123.3333333	0.0000000
123.3750000	0.0000000
123.4166667	0.3630400
123.4583333	0.6608800
123.5000000	0.9630300
123.5416667	0.4721600
123.5833333	0.0200000
123.6250000	0.0000000
123.6666667	0.0000000
123.7083333	0.0000000
123.7500000	0.0000000
123.7916667	0.0000000
123.8333333	0.0000000
123.8750000	0.0000000
123.9166667	0.0000000
123.9583333	0.0000000
124.0000000	0.0000000
124.0416667	0.0000000
124.0833333	0.0000000
124.1250000	0.0000000
124.1666667	0.0000000
124.2083333	0.0000000
124.2500000	0.0000000
124.2916667	0.0000000
124.3333333	0.0000000
124.3750000	0.0000000
124.4166667	0.0000000
124.4583333	0.0000000
124.5000000	0.0000000
124.5416667	0.0152000
124.5833333	3.9482700
124.6250000	1.7834800
124.6666667	0.1247800
124.7083333	0.8413000
124.7500000	0.5312900
124.7916667	0.1330600
124.8333333	0.0374000
124.8750000	0.0165200
124.9166667	0.0000000
124.9583333	0.0000000
125.0000000	0.0208700
125.0416667	0.0169500
125.0833333	0.0000000
125.1250000	0.0000000
125.1666667	0.0000000
125.2083333	0.0000000
125.2500000	0.0000000
125.2916667	0.0000000
125.3333333	0.0000000
125.3750000	0.0000000
125.4166667	0.0000000
125.4583333	0.0000000
125.5000000	0.0000000
125.5416667	0.0000000
125.5833333	0.0000000
125.6250000	0.0000000
125.6666667	0.0000000
125.7083333	0.0000000
125.7500000	0.0000000
125.7916667	0.0000000
125.8333333	0.0000000
125.8750000	0.0000000
125.9166667	0.0000000
125.9583333	0.0000000
126.0000000	0.0000000
126.0416667	0.0000000
126.0833333	0.0000000
126.1250000	0.0000000
126.1666667	0.0000000
126.2083333	0.0000000
126.2500000	0.0000000
126.2916667	0.0000000
126.3333333	0.0000000
126.3750000	0.0000000
126.4166667	0.0000000
126.4583333	0.0000000
126.5000000	0.0000000
126.5416667	0.0000000
126.5833333	0.0000000
126.6250000	0.0491400
126.6666667	0.4056600
126.7083333	0.3039000
126.7500000	0.0678100
126.7916667	0.4191300
126.8333333	0.6178200
126.8750000	0.5195700
126.9166667	0.4413000
126.9583333	0.6756600
127.0000000	1.0904200
127.0416667	0.9991200
127.0833333	1.2134600
127.1250000	0.6447800
127.1666667	0.0904200
127.2083333	0.0025900
127.2500000	0.0000000
127.2916667	0.0000000
127.3333333	0.0000000
127.3750000	0.0000000
127.4166667	0.0000000
127.4583333	0.0000000
127.5000000	0.0000000
127.5416667	0.0000000
127.5833333	0.0000000
127.6250000	0.0000000
127.6666667	0.0000000
127.7083333	0.0000000
127.7500000	0.0000000
127.7916667	0.0000000
127.8333333	0.0000000
127.8750000	0.0000000
127.9166667	0.0000000
127.9583333	0.0000000
128.0000000	0.0000000
128.0416667	0.0000000
128.0833333	0.0000000
128.1250000	0.0000000
128.1666667	0.0000000
128.2083333	0.0000000
128.2500000	0.0000000
128.2916667	0.0000000
128.3333333	0.0000000
128.3750000	0.0000000
128.4166667	0.0000000
128.4583333	0.0000000
128.5000000	0.0000000
128.5416667	0.0000000
128.5833333	0.0000000
128.6250000	0.0000000
128.6666667	0.0000000
128.7083333	0.0000000
128.7500000	0.0000000
128.7916667	0.0000000
128.8333333	0.0000000
128.8750000	0.0000000
128.9166667	0.0000000
128.9583333	0.0000000
129.0000000	0.0000000
129.0416667	0.0000000
129.0833333	0.0000000
129.1250000	0.0000000
129.1666667	0.0000000
129.2083333	0.0000000
129.2500000	0.0000000
129.2916667	0.0000000
129.3333333	0.0000000
129.3750000	0.0000000
129.4166667	0.0000000
129.4583333	0.0000000
129.5000000	0.0000000
129.5416667	0.0000000
129.5833333	0.0000000
129.6250000	0.0000000
129.6666667	0.0000000
129.7083333	0.0000000
129.7500000	0.0000000
129.7916667	0.0000000
129.8333333	0.0017400
129.8750000	0.0000000
129.9166667	0.0000000
129.9583333	0.0000000
130.0000000	0.0000000
130.0416667	0.0000000
130.0833333	0.0000000
130.1250000	0.0000000
130.1666667	0.0000000
130.2083333	0.0000000
130.2500000	0.0000000
130.2916667	0.0000000
130.3333333	0.0000000
130.3750000	0.0000000
130.4166667	0.0000000
130.4583333	0.0000000
130.5000000	0.0000000
130.5416667	0.0000000
130.5833333	0.0000000
130.6250000	0.0000000
130.6666667	0.0000000
130.7083333	0.0000000
